Concepto,respuesta,Code
tree,forest,forest
tree,trunks roots obtain nutrients,roots
tree,need rain grow,water absorption
tree,provide shade,shade
tree,different species,diversity
tree,produce leaves,leaves
tree,play air quality,air quality
tree,produce food consumption,food source
tree,live years,age
tree,reproduce,reproduction
tree,bark,bark
tree,different colored leaves,seasonal change
tree,season change losing leaves,seasonal change
tree,squirrels homes,habitat
tree,tall turn white,tall
tree,acorns types like walnut,fruit
tree,different leaf shapes like pine maple etc,leaves
tree,photosynthesis,photosynthesis
tree,root system,roots
tree,trunks branch,trunk
tree,diversity species,diversity
tree,ecological role,ecological role
tree,air purification,air purification
tree,natural,nature
tree,medicinal,medicine
tree,sheltering,shelter
tree,shade giver,shade
tree,deep rooted,roots
tree,thick bark,bark
tree,photosynthesis,photosynthesis
tree,bark,bark
tree,branches,branches
tree,leaves,leaves
tree,roots,roots
tree,growth rings,growth
tree,tall,tall
tree,provides shelter animals,habitat
tree,green,green
tree,majestic,majestic
tree,necessary clean air breathe,air purification
tree,thousands varieties,diversity
tree,leaves,leaves
tree,grow upward,growth
tree,environment beautiful,beauty
tree,roots,roots
tree,herbs medicine,medicine
tree,clean carbon dioxide oxygen,oxygen
tree,leaves,leaves
tree,roots,roots
tree,photosynthesis,photosynthesis
tree,growth,growth
tree,reproduction,reproduction
tree,regrow cut,regrowth
tree,clean air,air purification
tree,natural shade,shade
tree,shelter animals,habitat
tree,beautiful,beauty
tree,large strong,size
tree,provide food humans animals,food source
tree,sap maple leaves shade,leaves
tree,fall age roots,seasonal change
tree,branch stem yard,branches
tree,forest water sunlight,forest
tree,carbon monoxide disease,pollution
tree,paper wood houses timber,resources
tree,wood,wood
tree,create oxygen planet,oxygen
tree,way store carbon atmosphere,carbon storage
tree,majestic,majestic
tree,ancient,age
tree,peaceful calming soul,calm
tree,life,life
tree,peace,peace
tree,green,green
tree,health,health
tree,life,life
tree,dominance,dominance
water,powerful force,power
water,rivers glaciers rainfall,water cycle
water,water bodies particularly oceans,water bodies
water,regulating earth climate,climate regulation
water,influences weather patterns,weather influence
water,water cycle,water cycle
water,clean,clean
water,clear,clear
water,cold,cold
water,glistening,glistening
water,rushing,flow
water,rising,rising
water,water necessary life earth,life essential
water,majority water earth salty,saltwater
water,water flows downhill,flow
water,water freeze ice,freezing
water,water necessary plants grow,life essential
water,water distributes nutrients soil,nutrient distribution
water,life,life essential
water,needed,life essential
water,destructive,destructive
water,preserved,conservation
water,big nature,nature essential
water,makes possible plants grow,life essential
water,water equals life,life essential
water,earth covered water,water coverage
water,humans water,water composition
water,animals live water,aquatic life
water,mammals drink water,hydration
water,water dangerous hurricane flood,destructive
water,necessary life,life essential
water,chemical freezes,freezing
water,best ice cold,cold
water,creates beautiful clouds stunning lakes oceans,beauty
water,able things drinking like cooking,multi-use
water,running fresh water version,scarcity
water,essential life,life essential
water,life source,life essential
water,clean,clean
water,rain,rain
water,natural organic,natural
water,ponds lakes,water bodies
water,clear blue,clear
water,wet,wet
water,contains parts hydrogen,composition
water,contains oxygen,composition
water,labeled h2o,composition
water,salt,saltwater
water,necessary,life essential
water,water areas,scarcity
water,little water,imbalance
water,necesssary sustain life,life essential
water,needs protection,conservation
water,treasured,conservation
water,drunken,hydration
water,regulates earth temperature,climate regulation
water,shower bathe,multi-use
water,needed survive,life essential
water,wet,wet
water,taste,tasteless
water,hydration,hydration
water,fish,aquatic life
water,boating,recreation
water,bears fishing water food,bear
water,hydrating,hydration
water,essential living things earth,life essential
water,river,river
water,waterfall,waterfall
water,lake,lake
water,ocean,ocean
water,stream,stream
water,pond,pond
water,quenches taste,hydration
water,bathing,multi-use
water,washing,multi-use
water,favorable humanity,life essential
water,serves life support plant animals,life essential
water,colorless,colorless
water,rivers lakes,water bodies
water,rain puddles,water bodies
water,trees plants getting water rain,nutrient distribution
water,muddy water,dirty
water,needs filtered boiled consume,filtration
water,abundant areas,abundance
water,essential life,life essential
water,universal solvent,solvent
water,high surface tension,properties
water,cohesive adhesive properties,properties
water,exists multiple states,states of matter
water,exists multiple states,states of matter
water,waterfalls,waterfall
water,ocean,ocean
water,lakes,lake
water,river,river
water,resevior,reservoir
water,rain,rain
water,water life,life essential
water,helps digestion,digestion
water,water   life,life essential
water,water satisfactory,satisfactory
water,water helps growth,life essential
water,water good nature,nature essential
water,fluid,fluid
water,oxygen rich,composition
water,resource life alive,life essential
water,covers 70 earth,water coverage
water,clear,clear
water,drinkable,drinkable
water,water liquid necessary grow things man live water survival rain hydration,life essential
water,hydration sustainable essential grow,life essential
water,hydrate clean wash bathe erosion,multi-use
water,fast moving current dangerous storms,flow
water,hurricane clouds rainfall,weather influence
water,happy playing rain,positive emotion
water,,calm
water,calm,calm
water,colorless,colorless
water,symbolizes life,life essential
water,symbolizes abundance,symbolize abundance
water,cool,cool
water,natural,natural
water,dirty,dirty
water,food nutrients plants animals,nutrient distribution
water,cold crisp fast,flow
water,natural fun summer,recreation
water,necessity live,life essential
weather,cause tornadoes,extreme
weather,quickly change,changeable
weather,somewhat predictable like hurricanes,predictable
weather,extreme,extreme
weather,periods character,anomalies
weather,animals sense changes,animals sense it
weather,atmospheric conditions,atmosphere
weather,daily variation,variation
weather,precipitation,precipitation
weather,temperature,temperature
weather,wind,wind
weather,weather patterns,patterns
weather,tempermental,unpredictable
weather,unpredictable,unpredictable
weather,good different situations,varied
weather,violent calming time,dual nature
weather,helps water nature,beneficial
weather,devistating,extreme
weather,changeable,changeable
weather,extreme,extreme
weather,varies different globe,regional variation
weather,seasonal world,seasonal
weather,impacts life earth,ecosystem impact
weather,people like complain,complaints
weather,characteristics conditions outside,outdoor conditions
weather,status outdoors,outdoor conditions
weather,type phenomenon affects earth,natural phenomenon
weather,different kinds conditions planet,varied
weather,state outdoors,outdoor conditions
weather,varied conditions,varied
weather,storms parts weather,storms
weather,weather different seasons,seasonal
weather,weather hursh,extreme
weather,humans control weather,uncontrollable
weather,different regions different weather,regional variation
weather,common seasons winter summer,seasons
weather,different seasons change weather,seasonal
weather,sunny summer,sunshine
weather,rainy winter,precipitation
weather,breezy spring,breeze
weather,chilly fall,cold
weather,leaves falling,seasonal change
weather,wild,extreme
weather,passive,calm
weather,thunderous loud,thunderous
weather,sand,calm
weather,cause fires,extreme
weather,cause rain,precipitation
weather,predictable,predictable
weather,varies place place,regional variation
weather,different climate,different from climate
weather,temperature wind humidity,weather elements
weather,air quality,air quality
weather,proximity lightning,lightning
weather,fluctuations heat cold affecting environment,temperature variation
weather,includes rain snow sleet forms moisture,precipitation
weather,movement air vary speed direction,wind
weather,weather contributes broader climate patterns time,climate influence
weather,varies depending season different weather patterns,seasonal variation
weather,include extreme events like hurricanes tornadoes storms,extreme
weather,unpredictabled,unpredictable
weather,sunny,sunshine
weather,rain,precipitation
weather,clouds,clouds
weather,snow,snow
weather,rainbow,rainbow
weather,unpredictable,unpredictable
weather,changes frequently,changeable
weather,impacts ecosystems wildlife habitats,ecosystem impact
weather,extreme,extreme
weather,influenced temperature humidity,weather elements
weather,affects outdoor activities,outdoor impact
weather,movement air earth,wind
weather,different climate,different from climate
weather,day day conditions place place,regional variation
weather,effected things,influenced by factors
weather,carries water wet dry areas,water distribution
weather,responsable erosion,erosion
weather,different seasons,seasonal
weather,changes time,changeable
weather,cold,cold
weather,sunny,sunshine
weather,rainy,precipitation
weather,pleasant,pleasant
weather,constantly changing,changeable
weather,influenced atmospheric conditions,atmosphere
weather,local global factors,factors
weather,unpredictable,unpredictable
weather,regional variations,regional variation
weather,seasonal cycles,seasonal
weather,sun breeze,breeze
weather,warm sunshine,sunshine
weather,snow capped mountains,snow
weather,rainy days,precipitation
weather,spring showers,spring showers
weather,fall colors trees,seasonal change
weather,erratic,erratic
weather,sunny live,sunshine
weather,predictable,predictable
weather,variable,variable
weather,mild,mild
weather,forgiving,forgiving
weather,help fell nature,connection
weather,makes feel good,positive feeling
weather,bright day,sunshine
weather,feel great,positive feeling
weather,happy sun,sunshine
weather,allow nature seen,visibility
weather,change instant,changeable
weather,studied,studyable
weather,constant,changeable
weather,varies depending location,regional variation
weather,unpredictable,unpredictable
weather,unique location,regional variation
weather,seasonal changes,seasonal
weather,impact daily life,outdoor impact
weather,forecasting,predictable
weather,humidity,humidity
weather,wind,wind
weather,temperature,temperature
weather,rough,extreme
weather,gentle,calm
weather,beautiful,beauty
weather,lethal,extreme
weather,strong,strong
weather,necessary,necessary
wildlife,hungry,hunger
wildlife,,varied
wildlife,noisy,loud
wildlife,beautiful,beauty
wildlife,colorful,colorful
wildlife,itchy,itch
wildlife,ability,movement
wildlife,reproduce,reproduction
wildlife,larger preys smaller,predation
wildlife,live harmony nature,natural balance
wildlife,shows healthy ecosystem,ecological role
wildlife,skeletons,vertebrate
wildlife,endangered,endangered
wildlife,need protected,protection
wildlife,need removed protect,species management
wildlife,meant human involvement,wild
wildlife,freedom,freedom
wildlife,natural,natural
wildlife,animals,animals
wildlife,loud,loud
wildlife,creepy,negative emotion
wildlife,source food,food source
wildlife,loud,dangerous
wildlife,dangerous,biodiversity
wildlife,living creatures plants,beauty
wildlife,raw beauty,beauty
wildlife,ecosystems,protection
wildlife,protected,respect
wildlife,respected,conservation
wildlife,allowed live natural environment,forest
wildlife,forrest,jungle
wildlife,jungle,jungle
wildlife,dessert,zoo
wildlife,zoo,fascinating
wildlife,interesting,person
wildlife,popson takes changes life wild,cute
wildlife,cute,dangerous
wildlife,dangerous,caution
wildlife,distance,photography
wildlife,pics,caution
wildlife,approach,beauty
wildlife,beautiful,animals
wildlife,animals,loud
wildlife,tiger roar heard 2 miles away,endangered
wildlife,30 identified species extinction,endangered
wildlife,wolves week eating,habitat loss
wildlife,habitat loss huge threat wildlife,polar bears
wildlife,polar bears black skin,native
wildlife,native,self-regulation
wildlife,self regulating population,vulnerable
wildlife,harmed pollution,solitary
wildlife,avoids humanity,avoids humanity
wildlife,balanced system,vulnerable
wildlife,vulnerable disasters,vulnerable
wildlife,diverse species animals,beauty
wildlife,natural beautiful,seasonal changes
wildlife,seasonal pattern changes,seasonal changes
wildlife,adaptation characteristics,interaction
wildlife,natural interaction wildlife,ecological balance
wildlife,provides ecology balance,beauty
wildlife,beautiful,respect
wildlife,respected,respect
wildlife,large variety,conservation
wildlife,leave space world,important
wildlife,important,important
wildlife,vital health world,wild
wildlife,consists non domesticated animals,habitat
wildlife,different types habitats,habitat
wildlife,live regions world,self-sufficiency
wildlife,find food shelter help humans,conservation
wildlife,conservation help protect,endangered
wildlife,humans species wildlife endangered extinct,mammals
wildlife,mammals,mountains
wildlife,mountains,animals
wildlife,animals,animals
wildlife,water trees,plants
wildlife,plants,trees
wildlife,trees,evolution
wildlife,adaption evolution,habitat
wildlife,habitat niche,migration
wildlife,migration movement,communication
wildlife,communication signaling,survival
wildlife,survival resilience,ecological role
wildlife,ecological role important,large
wildlife,big,dangerous
wildlife,scary,beauty
wildlife,beautiful,necessary
wildlife,necessary,life cycle
wildlife,circle life,predators
wildlife,predators,dangerous
wildlife,dangerous,uninhabitable
wildlife,uninhabitable,wildlife
wildlife,wild animals,harsh weather
wildlife,harsh weather,remote
wildlife,remote,isolated
wildlife,isolated,habitat
wildlife,natural habitats,endangered
wildlife,endangered species,migration
wildlife,migration,reproduction
wildlife,breeding,conservation
wildlife,conservation,ecosystem
wildlife,ecosystems,ecosystem
wildlife,adaptations,food web
wildlife,food web participation,reproduction
wildlife,reproduction,natural processes
wildlife,natural processes,conservation
wildlife,conservation status,ecological impact
wildlife,ecological impact,ecological impact
wildlife,natural environments,habitat
wildlife,animals wildlife domesticated,wild
wildlife,ecosystem,ecosystem
wildlife,serves means survival animals,survival
wildlife,serves movements species,migration
wildlife,serves home reproduction,habitat
wildlife,human,non-human
wildlife,non domesticated beings,wild
wildlife,lions tigers bears,predators
wildlife,hunted food,hunting
wildlife,hunted sport,sport hunting
wildlife,non captive,wild
wildlife,consumers,consumers
wildlife,sunset,nature
wildlife,animals,animals
wildlife,preys,preys
wildlife,predators,predators
wildlife,nature,nature
wildlife,herbivores,herbivores
wildlife,omnivores,omnivores
wildlife,deer fox bobcats natural area,native species
wildlife,frightened,shy
wildlife,necessary human daily lives,important
wildlife,wild tame,wild
wildlife,food chain,food chain
wildlife,ecosystem,ecosystem
wildlife,natural habitats,habitat
wildlife,conservation,conservation
wildlife,biodiversity,biodiversity
wildlife,adaptation,adaptability
