Palabra (concepto),Descripción,Codificación
Acuerdo,alianza,alianza
Acuerdo,colaborar alguien,colaborar
Desesperación,histeria,histeria
Desesperación,falta control sentimientos,incontrolable
Desesperación,presion,presión
Desesperación,,no acción
Desesperación,angustia,angustia
Desesperación,creer posibilidades,sin salida
Desesperación,falta control situacion,incontrolable
Desesperación,pánico,pánico
Desesperación,temor,temor
Desesperación,miedo,miedo
Ganancia ,beneficio,beneficios
Ganancia ,recompenza,recompensa
Ganancia ,recibir logro,logro
Ganancia ,extrinseco intrinseco,interno/externo
Ganancia ,siente,realización
Ganancia ,efecto esfuerzo,esfuerzo
Ganancia ,consecuencia ventas,ventas
Ganancia ,monetario,monetario
Habilidad,capacidad,hacer
Habilidad,don,don
Habilidad,,bien
Habilidad,destacarse area,destacado
Habilidad,competente,competencia
Habilidad,relacionarse hobbies,hobbies
Compasión,empatico,empatía
Compasión,perdonar pena,perdón
Compasión,ayudar,ayuda
Compasión,ponerse lugar alguien pasando,empatía
Seguridad,confort,confort
Seguridad,estabilidad,estabilidad
Seguridad,sentir miedo,no miedo
Seguridad,proteccion,protección
Seguridad,peligro,no peligro
Seguridad,cuidado,cuidado
Seguridad,pone candado,candados
Obligación,compromiso cumplirse,compromiso
Obligación,regla acatar,reglas
Obligación,evadir,no voluntad
Plan,proyecto,proyecto
Plan,conjunto ideas realizarse,confort
Plan,panorama,panorama
Plan,acciones segui,acción
Agradecimiento,sientes recibir,sentimiento
Agradecimiento,gratitud,gratitud
Agradecimiento,sientes alguien favor,favor
Excusa,intento justificacion accion,justificación
Excusa,mentira sirve evadir situacion,mentira
Excusa,frase   busca perdonado,perdón
Excusa,frase emite verse perjudicado,no perjuicio
Decisión,elegir,elección
Decisión,estudiar,estudiar
Decisión,gol necesario tomar,deporte
Decisión,momento elegir importante,importante
Destreza,habilidad,habilidades
Destreza,jugar futbol necesita,deporte
Destreza,motricidad fina,motricidad
Destreza,movimientos cordinados,coordinación
Destreza,habilidad combate,habilidades
Destreza,aumenta probabilidad golpe crítico,golpear
Destreza,aumenta probabilidad esquivar golpe,esquivar
Destreza,agilidad,agilidad/fuerza
Destreza,capacidad fisica,capacidad
Éxito,triunfo,triunfo
Éxito,victoria,victoria
Éxito,logros obtenidos,logro
Éxito,realización sueños,realización
Éxito,conseguirlo necesario trabajo duro,trabajo
Éxito,fruto esfuerzo,esfuerzo
Éxito,cumplimiento objetivos,cumplimiento
Éxito,esfuerzo camino,esfuerzo
Éxito,luchar conseguirlo,lucha
Éxito,mision cumplida,cumplimiento
Culpa,angustia,angustia
Culpa,sensación cometer error,error
Culpa,ganas corrergir accion,correción
Culpa,generalmente asocia arqueros,arquero
Culpa,intranquilidad frente decision tomada,intranquilidad
Culpa,querer revertir situacion,querer
Culpa,sensación accion,omisión
Culpa,autogol,error
Culpa,pensamiento autocritico,autocrítica
Peligro,situacion genera miedo,miedo
Peligro,sensacion inseguridad frente alguien,sensación
Peligro,situacion impredecible,impredecible
Peligro,tsunami,tsunami
Peligro,chile vive constante,hay en Chile
Peligro,advertencia,advertencia
Peligro,aviso previo frente situacion,advertencia
Peligro,señaletica,advertencia
Peligro,probabildiad salir dañado,daño
Ansiedad,angustia interna,angustia
Ansiedad,desesperacion frente situacion,desesperación
Ansiedad,ataquede,ataque
Ansiedad,falta respiracion,ahogamiento
Ansiedad,suceder,no saber
Ansiedad,sentimiento frente adversidad,adversidad
Ansiedad,medicamentos reducirla,tratamiento contra
Ansiedad,medicina convencional tratarla,tratamiento contra
Ansiedad,visita psicologo,psicológico
Ansiedad,ataquede panico,ataque
Seguridad,sensacion comodidad,comodidad
Seguridad,guardia,guardias
Seguridad,antivirus,antivirus
Seguridad,contraseñas,contraseña
Seguridad,barreras,barrera
Seguridad,tranquilidad,tranquilidad
Seguridad,contencion frente situacion,contención
Seguridad,dinero otorga,dinero
Seguridad,confianza,confianza
Peligro,entender,entendimiento
Peligro,idea,idea
Peligro,vision mundo,visión
Peligro,ocurre mente,mente
Peligro,entrega respuestas,respuesta
Peligro,genera preguntas,preguntas
Peligro,cuestionamiento,cuastionamiento
Acuerdo,entendimiento,entendimiento
Acuerdo,objetivos comun,común
Acuerdo,benfecicio mutuo,beneficios
Acuerdo,rendicion,rendición
Acuerdo,llega frente situacion,dificultad
Acuerdo,credito,credito
Acuerdo,llega negociaciones,negocios
Acuerdo,gobernar,gobernabilidad
Compasión,empatia,empatía
Compasión,misericordia,misericordia
Compasión,lugar guerra,no guerra
Compasión,muestra debilidad,debilidad
Compasión,gente religion deberia mostrarla,religión
Compasión,culpa,culpa
Compasión,sistema,no sistema
Éxito,prosperar,properidad
Éxito,triunfar,triunfo
Éxito,lograr objetivo,logro
Éxito,meta,meta
Éxito,llegar cima,cima
Éxito,obtener beneficios,beneficios
Éxito,resultados,bien
Felicidad,alegría,alegría
Felicidad,sentirse,bien
Felicidad,concepto pleno,pleno
Felicidad,sonrisa,sonrisa
Felicidad,demostrar optimismo,optimismo
Felicidad,compartir emoción,emoción
Felicidad,entusiasmo,entusiasmo
Felicidad,euforia,euforia
Felicidad,satisfacción,satisfacción
Felicidad,reir,risa
Decisión,elección,elección
Decisión,opción,opción
Decisión,elegir,elección
Decisión,enfrentarse alternativas,alternativa
Decisión,selecciona base razonamientos,razonamiento
Decisión,distintas oportunidades,oportunidad
Decisión,actuar voluntad,voluntad
Obsesión,deseo descontrolado,descontrol
Obsesión,aspiración,aspiraciones
Obsesión,ambición,ambición
Obsesión,meta,meta
Obsesión,sensación deseo,deseo
Obsesión,querer lograrla costa,querer
Honestidad,sinceridad,sinceridad
Honestidad,recto persona,rectitud
Honestidad,virtud,virtud
Honestidad,cualidad destacable personas,cualidad
Honestidad,actuar correctamente,correcto
Honestidad,transparente,transparencia
Honestidad,ocultar cosas debería,no ocultar
Sugerencia ,consejo,concejo
Sugerencia ,advertencia,advertencia
Sugerencia ,guía lograr,guía
Sugerencia ,recomendación,recomendación
Sugerencia ,crítica,crítica
Sugerencia ,observación,observación
Sugerencia ,ayuda mejorar,ayuda
Sugerencia ,pauta actuar,bien
Sugerencia ,manual,manual
Excusa,interpretar disculpa,disculpa
Excusa,justificación,justificación
Excusa,dirían chamullo librarse,chamullo
Excusa,defensa evitar sanción,defensa
Excusa,argumento favor,argumentación
Excusa,presentar certificado,certificado
Excusa,quitar responsabilidad,no responsabilidad
Excusa,pedir perdón,perdón
Excusa,perdonar,perdón
Seguridad,,a salvo
Seguridad,respaldo,respaldo
Seguridad,protección,protección
Seguridad,vela bienestar,bienestar
Seguridad,guardia,guardias
Seguridad,encargado defendernos,defensa
Seguridad,carabineros bomberos,policias
Seguridad,antivirus,antivirus
Seguridad,bloqueo males,no mal
Seguridad,demostrarse firme posición,demostración
Oportunidad,ventana abierta,ventana
Oportunidad,chance,chance
Oportunidad,opción,opción
Oportunidad,propuesta,propuesta
Oportunidad,alternativa,alternativa
Oportunidad,negocio triunfar,triunfo
Pensamiento,idea,idea
Pensamiento,imaginación,imaginación
Pensamiento,razonamiento   conciencia,razonamiento
Pensamiento,divagación cerebral,cerebro
Pensamiento,vueltas cabeza,cabeza
Pensamiento,cranear,cranear
Pensamiento,flujo información,información
Pensamiento,subconciente,subconciente
Pensamiento,deseo aspiración sueño,deseo
Pensamiento,desarrollar imagen cabeza,cabeza
Amenaza,corro peligro,peligro
Amenaza,dañarte,daño
Amenaza,peligro,peligro
Amenaza,león feroz cebra,feroz
Amenaza,hombre naturaleza,humano
Amenaza,perjudicarte,perjuicio
Destreza,habilidad actividad,habilidades
Destreza,conocido fuerza agilidad,agilidad/fuerza
Pensamiento,ocurre conciencia,conciencia
Pensamiento,mente trabaja,mente
Pensamiento,proceso cognitivo,cognitivo
Seguridad,cuado hogar supuesta,hogar
Seguridad,riesgo,no riesgo
Seguridad,tranquilidad,tranquilidad
Seguridad,amenaza,no amenaza
Seguridad,protección,protección
Seguridad,guardias darte,guardias
Agradecimiento,respuesta cumplido recibido,respuesta
Agradecimiento,recibir regalo,regalo
Agradecimiento,sociabilizar,sociedad
Peligro,amenaza,amenaza
Peligro,riesgo sufrir daños,daño
Peligro,persona amenazante peligro,amenaza
Peligro,falta seguridad,inseguridad
Peligro,salir calle noche barrio oscuro,oscuridad
Peligro,edificio viejo terremoto,terremoto
Esperanza,pensar ocurrir,pensamiento
Esperanza,pensar actos alguien malo darte,pensamiento
Esperanza,positivo ocurra,positivo
Esperanza,pensar superar momento duro,pensamiento
Esperanza,pensamientos felices entregan,pensamiento
Esperanza,fuerzas seguir,fuerza
Esperanza,seguir luchando,seguir
Plan,idea,idea
Plan,pasos seguir,pasos
Plan,mision posee,misión
Ansiedad,desorden pensamiento,desorden
Ansiedad,fijaciones estimulo,fijación
Acuerdo,punto ideas distintas,punto medio
Peligro,tipo situación,situación
Peligro,preseiente salir,mal
Peligro,cuidadoso tipo situaciónn,cuidado
Peligro,genera personas esten atentas,atención
Peligro,genera personas liberen adrenalina sucede,adrenalina
Peligro,genera personas cuidadosas,cuidado
Felicidad,familia,familia
Felicidad,amigos,amistad
Felicidad,pasarla,bien
Felicidad,sonreir,sonrisa
Felicidad,bienestar,bienestar
Felicidad,preocupado,no preocupación
Felicidad,triste,no tristeza
Felicidad,sentimiento,sentimiento
Agradecimiento,forma retroalimentar acto alguien,retroalimentación
Agradecimiento,realiza persona alguien,otro/alguien
Agradecimiento,cortesía,cortesía
Agradecimiento,benefició acto voluntario alguien,voluntario
Agradecimiento,acto padres enseñan hijos pequeños,padres
Ganancia ,beneficio,beneficios
Ganancia ,ingresos disponibles costos totales,ingreso
Ganancia ,beneficio recibe saldado cuentas,beneficios
Ganancia ,similar utilidad visto punto vista social,utilidad
Ganancia ,obtiene recibir beneficio esforzandose,beneficios
Ganancia ,utilidad,utilidad
Ganancia ,beneficio costos,mayor
Esperanza,fe suceder,fe
Esperanza,fe problemas solucionar,fe
Esperanza,fe,fe
Esperanza,expectativas,bien
Esperanza,convence suceder,bien
Esperanza,ojala,ojalá
Razón,logico,lógica
Razón,correcto,correcto
Razón,moral,moral
Razón,logica pensar persona,lógica
Razón,correcto,correcto
Razón,decisiones,decisión
Razón,sentido,sentido
Sugerencia ,ayudar,ayuda
Sugerencia ,ayudar alguien realizarle tarea,ayuda
Sugerencia ,guiar alguien camino correcto,guía
Sugerencia ,tipo ayuda,ayuda
Sugerencia ,tipo acto alguien necesita guia,guía
Sugerencia ,guiar,guía
Sugerencia ,guiar camino correcto,guía
Sugerencia ,directriz,directriz
Honestidad,mentir,no mentir
Honestidad,,verdad
Honestidad,valor adquiere,verdad
Honestidad,anteponer mentira,verdad
Honestidad,correcto,correcto
Honestidad,tipo valor,valor
Honestidad,valores padres enseñan hijos,valor
Honestidad,confiabilidad,confiabilidad
Obligación,alguien voluntad,no voluntad
Obligación,importa,hacer
Obligación,deber,deber
Obligación,tarea,tareas
Obligación,impone persona,imposición
Obligación,tarea,hacer
Obligación,generalmente consecuencias,consecuencias
Decisión,alternativa,alternativa
Decisión,toma elegir cosas,elección
Decisión,elegir,elección
Decisión,acto,acción
Decisión,faciles,dificultad
Decisión,toma decidir camino,camino
Decisión,decidir,decidir
Obsesión,especie irracionalidad búsqueda alguien,irracional
Obsesión,persecución,persecución
Obsesión,desencadenar enfermedad mental,enfrermedad
Obsesión,actúa desacuerdo razón,irracional
Obsesión,relacionada torno persona,persona
Obsesión,causal amor correspondido,no corresponido
Obsesión,incapacidad dejar pensar alguien,incapacidad
Obsesión,incapacidad dejar pensar,incapacidad
Acuerdo,establecer parámetros común alguien,común
Acuerdo,tratado,tratado
Acuerdo,convención,convenio
Acuerdo,firmar,firma
Acuerdo,cierra apretón manos,cierre
Acuerdo,contrato,contrato
Acuerdo,puntos común alguien,común
Acuerdo,sintonía alguien,sintonía
Compasión,misericordia alguien,misericordia
Compasión,sentir alguien,sentimiento
Compasión,sentir enemigo,sentimiento
Compasión,perdonar vida alguien,perdón
Compasión,perdón,perdón
Compasión,sentir pena alguien,pena
Compasión,empatico alguien,empatía
Obligación,deber,deber
Obligación,tareas,tareas
Obligación,tareas,hacer
Obligación,sacar carrera,carrera
Obligación,respetuoso padres,respeto
Obligación,responsable,responsabilidad
Obligación,cumplir leyes resultan,leyes
Plan,idea,idea
Plan,inicio proyecto,proyecto
Plan,organizada,organización
Plan,generarse individual grupal,personal/grupal
Plan,maquinación,maquinación
Plan,tramar ideas,idea
Plan,trabajo,trabajo
Plan,acción,acción
Plan,estudio,estudiar
Excusa,acción justificar falta,justificación
Excusa,argumentación,argumentación
Excusa,cumplir utiliza,no cumplimiento
Excusa,sirve vía escape fácil cumplir,escape
Excusa,mentira,mentira
Destreza,habilidad actividad,habilidades
Destreza,deportiva,deporte
Destreza,académica,académico
Destreza,musical,música
Destreza,capacidad innata,capacidad
Destreza,guarda relacion talento,talento
Destreza,habilidad logica resolucion problemas,habilidades
Destreza,desenvolverse actividad forma determinada,actividades
Oportunidad,chance presenta,chance
Oportunidad,intento,intento
Oportunidad,laboral,laboral
Agradecimiento,mostrar apreciación concedido,aprecio
Agradecimiento,cortés alguien portado,cortesía
Agradecimiento,mostrar respetos alguien,respeto
Habilidad,aptitud acción actividad determinada,acción
Habilidad,destreza,destreza
Habilidad,puedes tenerla distintos campos áreas,distintos
Amenaza,produce miedo,miedo
Amenaza,inminente,inminente
Amenaza,prepara situacion peligro,peligro
Destreza,entrenas produce,entrenamiento
Destreza,talentosos,talento
Destreza,obtiene practica,práctica
Destreza,personas adquieren innatamente,innato
Destreza,demuestras actividad,actividades
Destreza,deportistas paseen,deporte
Destreza,significa talento practica,talento
Destreza,practica,práctica
Destreza,habilidad,habilidades
Destreza,resultados positivos,positivo
Pensamiento,mente,mente
Pensamiento,neuronas,neuronas
Pensamiento,sinapsis,sinapsis
Pensamiento,imaginacion,imaginación
Pensamiento,psicologos estudian,psicológico
Pensamiento,imagen mental,mente
Pensamiento,razonamiento,razonamiento
Pensamiento,necesitamos,necesario
Pensamiento,,hacer
Pensamiento,positivos negativos,positivo/negativo
Seguridad,respaldo,respaldo
Seguridad,produce tranquilidad,tranquilidad
Seguridad,guardias,guardias
Seguridad,produce alguien cuida,cuidado
Seguridad,padres hijo,padres
Seguridad,firmeza,firmeza
Seguridad,confianza,confianza
Agradecimiento,gratitud,gratitud
Agradecimiento,das alguien ayudan,dar
Agradecimiento,creen deberiamos darselo dios divinidad,Dios
Agradecimiento,alguien,bien
Agradecimiento,debes darselo alguien,bien
Agradecimiento,darlo,bien
Agradecimiento,hijos padres,padres
Agradecimiento,,no todos
Agradecimiento,sentirte vida,bien
Agradecimiento,atrae hagan cosas,bien
Peligro,riesgo,riesgo
Peligro,punto llegar mala situacion,mal
Peligro,malo,mal
Peligro,produce miedo,miedo
Peligro,tratamos evitarlo,evitación
Peligro,cuerpo prepara momento,cambio corporal
Esperanza,anhelo,anhelo
Esperanza,pruduce calma,calma
Esperanza,cosas,muchos
Esperanza,,bien
Esperanza,alivio,alivio
Esperanza,motivacion,motivación
Esperanza,produce bienestar,bienestar
Esperanza,perdieron,perdida
Esperanza,importante perderla,importante
Esperanza,necesitamos,necesario
Plan,,acuerdo
Plan,respaldo,respaldo
Plan,preparado,preparación
Plan,malos,bien/mal
Plan,preparado,preparación
Plan,b,b
Plan,probabilidad éxito,éxito
Ansiedad,pone inquieto,inquietud
Acuerdo,trato,trato
Acuerdo,pacto,pacto
Acuerdo,quedas alguien,quedar
Obsesión,galletas nombre concepto,galletas
Obsesión,llegar trastorno sicológico,trastorno
Obsesión,desconectarse,no desconeción
Obsesión,dejar dormir,insomnio
Obsesión,encerrarse,encierro
Obsesión,dejar opciones pro,sólo una
Obsesión,concepto percibido negativo,negativo
Esperanza,posibilidad éxito,posibilidad
Esperanza,relacionada color verde,verde
Esperanza,pierde,lo último que se pierde
Esperanza,luz camino,luz
Esperanza,fé,fe
Esperanza,creer vendrán tiempos mejores,creencia
Esperanza,optimismo,optimismo
Razón,pensamiento,pensamiento
Razón,relacionada proporción,proporción
Razón,permite elegir,elección
Razón,,saber
Razón,conciencia,conciencia
Razón,mente,mente
Razón,humanos poseemos,humano
Definición,significado palabra,significado
Definición,acotamiento,acotación
Definición,explicación palabra,explicación
Definición,caracteristica palabra,caracterización
Definición,palabras,palabra
Ganancia,utilidad,utilidad
Ganancia,material,material
Ganancia,asociada dinero,dinero
Ganancia,contrario pérdida,no perder
Ganancia,beneficio,beneficios
Oportunidad,ocasión,hacer
Oportunidad,opción,opción
Oportunidad,analisis foda,FODA
Oportunidad,ocasión ganar,ocasión
Oportunidad,posibidad,posibilidad
Ansiedad,ganas cosas sucedan rápido,ganar
Ansiedad,nerviosismo,nerviosismo
Ansiedad,angustia,angustia
Ansiedad,desesperación,desesperación
Peligro,amenaza externa,amenaza
Peligro,riesgo,riesgo
Peligro,posibilidad daño,daño
Amenaza,potencial agente daño,daño
Amenaza,potncial peligro,peligro
Amenaza,acechante,acecha
Éxito,asociado felicidad,felicidad
Éxito,personas buscan,búsqueda
Éxito,cúspide laboral,cima
Ansiedad,sentimiento provoca nervios,nerviosismo
Ansiedad,persona ansias,ansias
Ansiedad,sensación agradable,no agradable
Ganancia,recompensa dinero acción,recompensa
Ganancia,esfuerzo trae recompensa,recompensa
Ganancia,ganancia valor material inmaterial,material
Pensamiento,piensa persona,persona
Pensamiento,indica opiniones percepciones invividuo,opinión
Pensamiento,actúa forma individual,individual
Seguridad,consiste sentirse protegido,protección
Seguridad,puedeser lugar confortable seguro,confort
Oportunidad,posibilidad humano tomar,posibilidad
Oportunidad,opciones tomar vida individuo,opción
Oportunidad,oportunidades vida,muchos
Verdad,concepto irrefutable,irrefutable
Verdad,discutir,no discusión
Verdad,pre establecido gente,preestablecido
Verdad,atributo personas,atributo
Verdad,valorado sociedad,bien
Verdad,recriminar,recriminación
Obsesión,similar vicio,vicio
Obsesión,persona vuelve adicto,adicción
Obsesión,jugar,contrarío
Obsesión,,mal
Peligro,situacion advertencia,advertencia
Peligro,situacion elementos peligrosos,elementos
Peligro,elementos peligrosos ocasionar daños,daño
Peligro,arriesgarse pasar peligro,riesgo
Excusa,tipo mentira,mentira
Excusa,evitar cosas agradan gente,evitación
Excusa,excusa implica,no verdad
Excusa,ocurre evitar situaciones,evitación
Agradecimiento,forma gracias alguien,gratitud
Agradecimiento,agradecido significa apreciar,aprecio
Excusa,pretexto,pretexto
Excusa,evadir situaciones,evación
Excusa,aplazar,aplazamiento
Excusa,justificar,justificación
Excusa,respuesta,respuesta
Excusa,minimización situación,minimizar
Excusa,genera ponderación negativa recibe,negativo
Acuerdo,consenso partes,consenso
Acuerdo,ceder,ceder
Acuerdo,entendendimiento,entendimiento
Acuerdo,comprensión,comprensión
Acuerdo,legitimización,legitimidad
Acuerdo,permite mantener cohesión social,cohesión
Acuerdo,favorecen representatividad,representatividad
Acuerdo,sublima relaciones interpersonales,sublimar
Ansiedad,sobreevaluar situaciones,sobrevaluación
Ansiedad,sobreevaluar comportamiento entorno,sobrevaluación
Ansiedad,cuestionarse demasia,cuastionamiento
Ansiedad,inseguridad,inseguridad
Ansiedad,nerviosismo,nerviosismo
Ansiedad,genera accionar precipitado,precipitado
Ansiedad,trastorno psicológico,trastorno
Ansiedad,lectura errada sobreestimulada acontecer,error
Razón,lógica,lógica
Razón,entendimiento,entendimiento
Razón,motor cambio,motor
Razón,ve incrementada conforme adquiere experiencia educación,experiencia
Razón,elemento distintivo   entidades relevantes sociedad,sociedad
Razón,permite tomar decisiones acertadas,permitir
Razón,promueve desarrollo discusión,desarrollo
Esperanza,aspiraciones,aspiraciones
Esperanza,probabilidades cumpla,probabilidad
Esperanza,aplica situaciones acontecerán futuro,futuro
Esperanza,deseo suceda futuro,deseo
Esperanza,concepto romantico,romantico
Esperanza,relacionada cabalidad razón lógica,no lógica
Esperanza,brota resoluciones futuras probable naturaleza adversa,resolución
Desesperación,problemas,problemas
Desesperación,reacción situaciones favorables,no favorable
Desesperación,descontrol,descontrol
Desesperación,desenboca malas decisiones,malas decisiones
Desesperación,estrés,estrés
Desesperación,acciones precipitadas,precipitación
Desesperación,fuertemente vinculada sentido preservación,preservación
Desesperación,origina bienestar ve fuertemente amenazado,amenaza
Culpa,sentimiento,sentimiento
Culpa,generado análisis acciones pasadas,análisis
Culpa,remordimiento,remordimiento
Culpa,acusación recae individuo,acusasión
Culpa,altamene ligada acusaciones,acusasión
Culpa,ligada castigo,castigo
Culpa,acompañada castigo fisico psicologico inferido entorno,castigo
Habilidad,capacidad,capacidad
Habilidad,herramienta distenderse entorno,herramienta
Habilidad,facilita realización acciones,facilidad
Habilidad,ventaja competitiva comparativa,ventaja
Habilidad,aplican areas desarrollo naturaleza,desarrollo
Habilidad,sentido evolutivo permite especies perduren,evolución
Habilidad,humanos nacen facilidades remarcables,facilidad
Habilidad,humanos desarrollan conforme requieren,desarrollo
Amenaza,busca persuadir,disuasión
Amenaza,real creible efectiva,real
Amenaza,forma distendida conocida aceptada leyes,leyes
Oportunidad,experiencias,experiencia
Oportunidad,permite desarrollo habilidades,desarrollo
Oportunidad,situación ventajoza sacar provecho,ventaja
Oportunidad,implica mejora bienestar caso ejecutarse,bienestar
Oportunidad,brecha actual posiblidad,posibilidad
Oportunidad,presentan vida individuo,durante la vida
Oportunidad,tomar desechar,tomar/dejar
Oportunidad,aprovecharlas genera remordimientos futuros,dejarla causa remodimientos
Oportunidad,genera incerteza invita individuos salir zona confort,incerteza
Definición,sirve encontrar significado,significado
Definición,descripción,descripción
Definición,características cosa objeto persona,caracterización
Definición,detallar,datallar
Definición,sentido,sentido
Definición,significado,significado
Definición,descripción,descripción
Pensamiento,ocurre mente,mente
Pensamiento,acción mente,mente
Pensamiento,circunstancia activa mente,mente
Excusa,evitación,evación
Excusa,evadir,evación
Decisión,medida tomamos frente,medida
Decisión,elegir,elección
Habilidad,agilidad,agilidad/fuerza
Habilidad,útil determinado,utilidad
Habilidad,fortaleza,fuerza
Ansiedad,acto perjudica organismo,perjudicial
Ansiedad,comer exceso beber fumar exceso etc,buscar exceso
Ansiedad,acto conduce cosas exceso,buscar exceso
Seguridad,estabilidad,estabilidad
Seguridad,supuesta función brinda,estado
Seguridad,riesgos,no riesgo
Verdad,contrario mentiras,no mentir
Verdad,mentir,no mentir
Verdad,cosas,en sí
Peligro,riesgo,riesgo
Peligro,acción perjudica bienestar,no bienestar
Culpa,sentir presión cometido,presión
Culpa,arrepentimiento,arrepentimiento
Culpa,presión cometido,presión
Ansiedad,provocado nervios,nerviosismo
Ansiedad,presenta situaciones estrés,estrés
Ansiedad,produce ganas comer,ganas
Ansiedad,produce esperamos respuesta situacion,esperar
Ansiedad,ganas,ganas
Ansiedad,esperar,no paciencia
Desesperación,perturba demaciado,perturbación
Desesperación,persona altera,alteración
Desesperación,incontrolable,incontrolable
Desesperación,alteracion,alteración
Sugerencia ,proponer,proposición
Sugerencia ,opinion acerca,opinión
Sugerencia ,plantear solucion,solución
Sugerencia ,mostrar punto vista,punto de vista
Sugerencia ,tratamos ayudar alguien,ayuda
Sugerencia ,resolver algun problema,solución
Razón,humanos,humano
Razón,permite resolver problemas,solución
Razón,verifica alguien correcto,verificación
Razón,mente,mente
Razón,predomina siglo 18,siglo 18
Razón,sucede pensamos,pensamiento
Peligro,corremos algun riesgo,riesgo
Peligro,guaguas suelen expuestas concepto,guaguas
Peligro,debemos cuidado,cuidado
Peligro,afectar fisicamente,afectación
Peligro,constantemente expuestos,exposición
Peligro,delincuentes ejemplo concepto,delincuencia
Peligro,motivo debemos cuidar,motivación
Destreza,habilidad,habilidades
Destreza,alguien disciplina,bien
Destreza,dominio,dominio
Destreza,poseen deportistas,deporte
Destreza,permite triunfar determinada area,triunfo
Pensamiento,,todos los diás
Pensamiento,permite resolver problemas,problemas
Pensamiento,permite razonar,razonamiento
Pensamiento,permite replantearnos cosas,replanteamiento
Pensamiento,ayuda filtrar decimos,filtro
Honestidad,alguien,verdad
Honestidad,sinceridad,sinceridad
Honestidad,caracteriza personas,bien
Honestidad,contrario mentiroso,no mentir
Honestidad,gente crea decimos,credibilidad
Oportunidad,presenta situacion beneficiosa,beneficios
Oportunidad,situacion debemos aprovecharla,aprovechar
Oportunidad,viajar gratis,viajar
Oportunidad,ocasión,bien
Oportunidad,feliz,felicidad
Oportunidad,ayuda aspecto,ayuda
Obsesión,trastorno,trastorno
Obsesión,repeticion conductas,repetición
Obsesión,vivir cosa,no vida
Obsesión,idolatrar,idolatración
Obsesión,depender,dependencia
Razón,bases solidas,bases
Razón,correcto,correcto
Verdad,certeza,certeza
Verdad,irrefutable,irrefutable
Ganancia,recompensa,recompensa
Habilidad,destreza,destreza
Destreza,habilidad,habilidades
Destreza,fisica,físico
Destreza,mental,mental
Obligación,deber,deber
Agradecimiento,gratitud,gratitud
Oportunidad,aprovecharla,aprovechar
Amenaza,peligro,peligro
Amenaza,panico,pánico
Amenaza,alerta,alerta
Amenaza,miedo especifico,miedo
Culpa,mala accion,mal
Culpa,sentimiento,sentimiento
Culpa,remordimiento,remordimiento
Culpa,conciencia,conciencia
Excusa,explicar,explicación
Excusa,forma justificarse,justificación
Excusa,utilizan normalmente frente error,error
Excusa,asumir responsabilidad,no asumir
Excusa,faciles,facilidad
Compasión,sentimiento culpa,culpa
Compasión,sentir remordimiento,remordimiento
Compasión,ocurre enterarse injusticias,injusticia
Compasión,valor importante,valor
Peligro,advertencia,advertencia
Peligro,indica situación necesita cuidado,cuidado
Peligro,siente frente situaciones desconocidas,desconocido
Peligro,forma proteger,protección
Peligro,señala exposicion provocar daños,daño
Ansiedad,sentimiento angustia,angustia
Ansiedad,fuerte necesidad,necesario
Ansiedad,controlable,descontrol
Sugerencia ,indicar solución,solución
Sugerencia ,debería sutil,sutil
Sugerencia ,constructivas,constructivo
Sugerencia ,señalar error,señalar
Obligación,responsabilidad,responsabilidad
Obligación,compromiso,compromiso
Obligación,escritas palabra,oral/escrita
Obligación,sujeta cambios,no cambio
Obligación,imperioso complirlas,imperioso
Agradecimiento,muestra gratitud,gratitud
Razón,argumento,argumentación
Razón,lógica,lógica
Razón,matemáticas,matemáticas
Razón,usado ciencias físicas,ciencias
Razón,relacionado pensamientos ordenados,pensamiento
Razón,análisis crítico,análisis
Razón,acertado,correcto
Razón,lógico,lógica
Razón,importante antigüedad,importante
Ganancia,percibir algun beneficio,beneficios
Ganancia,monetaria física espiritual,monetario
Ganancia,subjetiva persona cosa,subjetivo
Ganancia,señalar éxito,éxito
Pensamiento,relacionado cerebro,cerebro
Pensamiento,relacionado lógica,lógica
Pensamiento,abstracto,abstracción
Pensamiento,muestra forma cosas,forma
Pensamiento,limite,no límite
Habilidad,capacidad,capacidad
Habilidad,destreza,destreza
Habilidad,capacidad,capacidad
Habilidad,potencial,potencial
Seguridad,segurito personaje,segurito(personaje)
Seguridad,cinturon,cinturón
Seguridad,confort,confort
Oportunidad,chance,chance
Plan,estrategia,estrategia
Plan,idea,idea
Obligación,deber,deber
Obligación,tienes trabajo puedes fallar,trabajo
Agradecimiento,demuestras gratitud,gratitud
Amenaza,perjudicar,perjuicio
Felicidad,alegria,alegría
Felicidad,demuestra sonrisas,sonrisa
Felicidad,contagiosa,contagio
Felicidad,abunda amistades,amistad
Felicidad,chocolates,chocolates
Excusa,quieres buscas,no hacer
Excusa,pretexto,pretexto
Desesperación,ves aprietos,aprieto
Desesperación,,no acción
Desesperación,ansiedad,angustia
Desesperación,nerviosismo,nerviosismo
Agradecimiento,satisfecho,satisfacción
Agradecimiento,reconocer gesto entidad,reconocimiento
Agradecimiento,sentirse deuda,deuda
Agradecimiento,contento,felicidad
Agradecimiento,sentir empatia entidad,empatía
Agradecimiento,accion persona sentirte satisfecho,acción
Agradecimiento,gesto bondadoso persona forma gratitud,bondad
