Concepto,respuesta,Code
sky,come in different color,colors
sky,its beautiful to look at,beauty
sky,its huge and vast,size
sky,make you feel small look up,feeling
sky,have lack of oxygen,oxygen
sky,have star in it,stars
sky,blue,blue
sky,cloudy,clouds
sky,sunshine,sunshine
sky,bird fly together,birds
sky,cloud shift,clouds
sky,the sun set at the end of the day,sunset
sky,cloud,clouds
sky,rain,rain
sky,clear sky,clear
sky,blue and white,colors
sky,drizzle,rain
sky,snow,snow
sky,rain,rain
sky,snow,snow
sky,sunshine,sunshine
sky,shade,shade
sky,blue,blue
sky,cloud,clouds
sky,blue and cloudy,clouds
sky,precipitation come from here,rain
sky,sunrise and sunset,sunrise
sky,thunderstorm and lightning event,storms
sky,moon and star,celestial bodies
sky,helicopter and plane appear,aircraft
sky,sun,sun
sky,cloud,clouds
sky,celestial body,celestial bodies
sky,color change,colors
sky,sun rise and sun set,sunrise
sky,visible star,stars
sky,blue,blue
sky,high up,altitude
sky,protect we from the sun,protection
sky,have cloud and rain cloud,clouds
sky,plane fly through the nature of the sky,aircraft
sky,bird use the sky to glide through the air,birds
sky,blue,blue
sky,bird,birds
sky,clousd,clouds
sky,wind,wind
sky,sun,sun
sky,star,stars
sky,blue color,blue
sky,day and night cycle,day/night cycle
sky,sunrise and   sunset,sunrise
sky,aurora display,aurora
sky,star pattern,stars
sky,airglow,airglow
sky,its blue,blue
sky,its can be grey when storm come,grey
sky,fill with cloud,clouds
sky,thing fly through the sky,aircraft
sky,nothing inhabit the sky,empty
sky,it be make up of layer,layers
sky,blue,blue
sky,blue,blue
sky,heavenly,heavenly
sky,cloudy,clouds
sky,bright,brightness
sky,dark,dark
sky,blue,blue
sky,full of amazing cloud,clouds
sky,can change to beautiful color base on the sun,colors
sky,active place for bird insect and other animal,wildlife
sky,cloud,clouds
sky,inspire freedom,freedom
sky,cloud,clouds
sky,storm,storms
sky,sun,sun
sky,weather,weather
sky,can be pollute,pollution
sky,have an ozone layer,ozone
sky,light,light
sky,airglow,airglow
sky,moon,moon
sky,star,stars
sky,the milky way,celestial bodies
sky,zodiacal,celestial bodies
sky,blue,blue
sky,gloomy,grey
sky,cloudy,clouds
sky,warm or chilly,temperature
sky,bright during the day dark in the evening,day/night cycle
sky,meet the tree horizon during sunset,sunset
sky,sunrise,sunrise
sky,sunset,sunset
sky,star,stars
sky,planet,planets
sky,cloud,clouds
sky,ozone layer,ozone
tree,root,roots
tree,trunk,trunk
tree,branch,branches
tree,bark,bark
tree,leave needle,leaves
tree,growth ring,growth
tree,they have a sturdy trunk,trunk
tree,tree have leave,leaves
tree,tree can bear fruit,fruit
tree,tree have can impact on local climate,climate impact
tree,tree produce oxygen,oxygen
tree,tree have chlorophyll in their leave,chlorophyll
tree,they provide shade,shade
tree,they can bear fruit,fruit
tree,they drink water from the ground either from rain or lake,water absorption
tree,they provide acorn for squirrel,food source
tree,their leave turn color in the fall,seasonal change
tree,their leave fall to ground and protect the earth over winter,leaves
tree,give off oxygen and use carbon dioxide,oxygen
tree,provide home and food for animal,habitat
tree,provide shelter from the element,shelter
tree,can be very old,age
tree,can provide partially renewable resource to man,resources
tree,will assist an environment into fall back into its natural order if leave alone,ecological role
tree,tall,tall
tree,full of leave,winter
tree,green in the summer and spring,green
tree,no leave in the winter,winter
tree,often surround by other tree,forest
tree,provide shade from the sun,shade
tree,tree reduce the greenhouse effect,climate impact
tree,tree give we fresh air,oxygen
tree,tree be a part of the planet,planet
tree,tree can limit noise pollution,noise reduction
tree,tree have life,life
tree,tree can talk,talk
tree,essential for life,life
tree,home to many animal,habitat
tree,especially beautiful during fall,beauty
tree,give animal shade,shade
tree,bare during winter,winter
tree,fun to climb,climbing
tree,many kind of tree be part of nature,nature
tree,tree provide home for animal in nature,habitat
tree,a dead tree can feed nature around it,decomposition
tree,tree turn color add vibrancy to nature,seasonal change
tree,more tree should be plant to help preserve nature,conservation
tree,a tree can speak to other tree in the nature nearby,talk
tree,oxygen,oxygen
tree,beautiful,beauty
tree,shade,shade
tree,offer shelter from the blaze sun,shelter
tree,be everywhere,ubiquitous
tree,grow very tall,tall
tree,bark,bark
tree,leave,leaves
tree,green orange yellow,seasonal change
tree,bare tree,bare
tree,full bloom,bloom
tree,large,size
tree,oxygen,oxygen
tree,shade,shade
tree,wood,wood
tree,habitat for multiple animal and bird in the wild,habitat
tree,use as bridge to cross river in forest,bridge
tree,use to build house,build
tree,have flower or leave,leaves
tree,make up a forest,forest
tree,trunk have root that obtain nutrient,roots
tree,need rain to grow,water absorption
tree,provide shade,shade
tree,many different specie,diversity
tree,they produce leave,leaves
tree,they play a part in air quality,air quality
tree,some produce food for consumption,food source
tree,they live for many year,age
tree,they can reproduce,reproduction
tree,they have bark,bark
tree,different colored leave,seasonal change
tree,season change lose leave,seasonal change
tree,squirrel home,habitat
tree,tall can turn white,tall
tree,acorn or other type like walnut,fruit
tree,different leaf shape like pine maple etc,leaves
tree,photosynthesis,photosynthesis
tree,root system,roots
tree,trunk and branch,trunk
tree,diversity of specie,diversity
tree,ecological role,ecological role
tree,air purification,air purification
tree,natural,nature
tree,medicinal,medicine
tree,shelter,shelter
tree,shade giver,shade
tree,deep root,roots
tree,thick bark,bark
tree,photosynthesis,photosynthesis
tree,bark,bark
tree,branch,branches
tree,leave,leaves
tree,root,roots
tree,growth ring,growth
tree,tall,tall
tree,provide shelter for animal,habitat
tree,green,green
tree,majestic,majestic
tree,necessary for clean air to breathe,air purification
tree,thousand of variety,diversity
tree,they have leave,leaves
tree,they grow upward,growth
tree,they make our environment beautiful,beauty
tree,they have root,roots
tree,use as herb and medicine,medicine
tree,they clean the carbon dioxide and give we oxygen I,oxygen
tree,leave,leaves
tree,root,roots
tree,photosynthesis,photosynthesis
tree,growth,growth
tree,reproduction,reproduction
tree,can regrow after be cut,regrowth
tree,clean air,air purification
tree,natural shade,shade
tree,shelter for animal,habitat
tree,beautiful,beauty
tree,large and strong,size
tree,can provide food for human and animal,food source
tree,sap maple leave shade,leaves
tree,fall age root,seasonal change
tree,branch stem yard,branches
tree,forest water sunlight,forest
tree,carbon monoxide disease,pollution
tree,paper wood house timber,resources
tree,make of wood,wood
tree,they create oxygen for the planet,oxygen
tree,a way to store carbon from the atmosphere,carbon storage
tree,majestic,majestic
tree,they can be ancient,age
tree,peaceful and calm to the soul,calm
tree,life,life
tree,peace,peace
tree,green,green
tree,health,health
tree,life,life
tree,dominance,dominance
water,a powerful force,power
water,river glacier and rainfall,water cycle
water,water body particularly ocean,water bodies
water,regulate the earth 's climate,climate regulation
water,influence weather pattern,weather influence
water,water cycle,water cycle
water,clean,clean
water,clear,clear
water,cold,cold
water,glisten,glistening
water,rush,flow
water,rise,rising
water,water be necessary to life on earth,life essential
water,the majority of water on earth be salty,saltwater
water,water flow downhill,flow
water,water can freeze into ice,freezing
water,water be necessary for plant to grow,life essential
water,water distribute nutrient through soil,nutrient distribution
water,be life,life essential
water,be very need,life essential
water,could be destructive,destructive
water,should be preserve,conservation
water,very big part of nature,nature essential
water,make it possible for plant to grow,life essential
water,water equal life,life essential
water,the earth be mostly cover in water,water coverage
water,human be make up of mostly water,water composition
water,some animal live in water,aquatic life
water,all mammal drink water,hydration
water,water can be dangerous such as in a hurricane or flood,destructive
water,necessary for life,life essential
water,only chemical that freeze from the top down,freezing
water,well when it be ice cold,cold
water,create beautiful cloud and stunning lake and ocean,beauty
water,able to be use for thing other than drink like cook,multi-use
water,run out in it be fresh water version,scarcity
water,essential to life,life essential
water,life source,life essential
water,clean,clean
water,rain,rain
water,natural and organic,natural
water,in pond or lake,water bodies
water,be clear blue,clear
water,be wet,wet
water,contain two part hydrogen,composition
water,contain one part oxygen,composition
water,can be label as h2o,composition
water,may have salt in it,saltwater
water,necessary,life essential
water,not enough water in some area,scarcity
water,can be too much or too little water,imbalance
water,necesssary to sustain life,life essential
water,need protection,conservation
water,should be treasure,conservation
water,can be drunken,hydration
water,regulate the earth 's temperature,climate regulation
water,use to shower and bathe,multi-use
water,need to survive,life essential
water,be wet,wet
water,have no taste,tasteless
water,hydration,hydration
water,fish,aquatic life
water,boat,recreation
water,bear fish in water for food,bear
water,hydrate,hydration
water,essential to all live thing on the earth,life essential
water,river,river
water,waterfall,waterfall
water,lake,lake
water,ocean,ocean
water,stream,stream
water,pond,pond
water,it be quenche taste,hydration
water,for bathe,multi-use
water,washing,multi-use
water,very favorable to humanity,life essential
water,serve as life support to plant and animal,life essential
water,they be colorless,colorless
water,river and lake,water bodies
water,rain puddle,water bodies
water,tree and plant get water from the rain,nutrient distribution
water,muddy water,dirty
water,need to be filter and boil to consume,filtration
water,abundant in some area,abundance
water,essential for life,life essential
water,universal solvent,solvent
water,high surface tension,properties
water,cohesive and adhesive property,properties
water,exist in multiple state,states of matter
water,exist in multiple state,states of matter
water,waterfall,waterfall
water,ocean,ocean
water,lake,lake
water,river,river
water,resevior,reservoir
water,rain,rain
water,water be life,life essential
water,help digestion,digestion
water,water   be life,life essential
water,water be satisfactory,satisfactory
water,water help growth,life essential
water,water be a good in nature,nature essential
water,be a fluid,fluid
water,be oxygen rich,composition
water,resource of life for everything alive,life essential
water,cover 70 of earth,water coverage
water,be clear,clear
water,be drinkable,drinkable
water,water be a liquid it be necessary to grow thing man can not live without water survival rain hydration,life essential
water,hydration sustainable essential grow,life essential
water,hydrate clean wash bathe erosion,multi-use
water,fast move current dangerous storm,flow
water,hurricane cloud rainfall,weather influence
water,happy play in rain,positive emotion
water,very still,calm
water,very calm,calm
water,colorless,colorless
water,symbolize life,life essential
water,symbolize abundance,symbolize abundance
water,cool,cool
water,natural,natural
water,dirty,dirty
water,food and nutrient for plant and animal,nutrient distribution
water,cold crisp and fast,flow
water,natural fun in the summer,recreation
water,necessity to live,life essential
weather,can cause tornado,extreme
weather,can quickly change,changeable
weather,be somewhat predictable like with hurricane,predictable
weather,can be extreme,extreme
weather,have period that be out of character,anomalies
weather,animal can sometimes sense change,animals sense it
weather,atmospheric condition,atmosphere
weather,daily variation,variation
weather,precipitation,precipitation
weather,temperature,temperature
weather,wind,wind
weather,weather pattern,patterns
weather,tempermental,unpredictable
weather,unpredictable,unpredictable
weather,good for different situation,varied
weather,can be violent but calm at the same time,dual nature
weather,help water nature,beneficial
weather,devistate,extreme
weather,it be changeable,changeable
weather,it can be extreme,extreme
weather,it vary in different part of the globe,regional variation
weather,it be seasonal in many part of the world,seasonal
weather,it impact other life on earth,ecosystem impact
weather,people like to complain about it,complaints
weather,the characteristic of the condition outside,outdoor conditions
weather,the status of the outdoors,outdoor conditions
weather,a type of phenomenon that affect the earth,natural phenomenon
weather,different kind of condition on the planet,varied
weather,the state of the outdoors,outdoor conditions
weather,varied condition,varied
weather,storm be one of the part of weather,storms
weather,weather have different season,seasonal
weather,weather can be so hursh,extreme
weather,human can not control the weather,uncontrollable
weather,different region have different weather,regional variation
weather,the two most common season be winter and summer,seasons
weather,different season change weather,seasonal
weather,sunny summer,sunshine
weather,rainy winter,precipitation
weather,breezy spring,breeze
weather,chilly fall,cold
weather,leave fall,seasonal change
weather,it can be wild,extreme
weather,it can be passive,calm
weather,it can be thunderous and loud,thunderous
weather,it can be as still as sand,calm
weather,it can cause fire,extreme
weather,it can cause rain,precipitation
weather,often predictable,predictable
weather,vary from place to place,regional variation
weather,different from climate,different from climate
weather,temperature wind humidity,weather elements
weather,air quality,air quality
weather,proximity to lightning,lightning
weather,fluctuation in heat and cold affect the environment,temperature variation
weather,include rain snow sleet and other form of moisture,precipitation
weather,movement of air that can vary in speed and direction,wind
weather,weather contribute to broad climate pattern over time,climate influence
weather,vary depend on the season with different weather pattern in each,seasonal variation
weather,can include extreme event like hurricane tornado and storm,extreme
weather,unpredictable,unpredictable
weather,sunny,sunshine
weather,rain,precipitation
weather,cloud,clouds
weather,snow,snow
weather,rainbow,rainbow
weather,unpredictable,unpredictable
weather,change frequently,changeable
weather,impact ecosystem and wildlife habitat,ecosystem impact
weather,can be extreme,extreme
weather,influence by temperature and humidity,weather elements
weather,affect outdoor activity,outdoor impact
weather,the movement of air around the earth,wind
weather,different from climate,different from climate
weather,be the day to day condition from place to place,regional variation
weather,be effect by many thing,influenced by factors
weather,carry water from wet to dry area,water distribution
weather,be responsable for erosion,erosion
weather,have different season,seasonal
weather,change with time,changeable
weather,can be cold,cold
weather,can be sunny,sunshine
weather,can be rainy,precipitation
weather,can be pleasant,pleasant
weather,constantly change,changeable
weather,influence by atmospheric condition,atmosphere
weather,local and global factor,factors
weather,unpredictable,unpredictable
weather,regional variation,regional variation
weather,seasonal cycle,seasonal
weather,sun and breeze,breeze
weather,warm sunshine,sunshine
weather,snow cap mountain,snow
weather,rainy day,precipitation
weather,spring shower,spring showers
weather,fall color on tree,seasonal change
weather,erratic,erratic
weather,sunny where I live,sunshine
weather,predictable,predictable
weather,variable,variable
weather,mild,mild
weather,forgiving,forgiving
weather,help everyone to fell nature,connection
weather,make everyone to feel good,positive feeling
weather,we can see a bright day,sunshine
weather,feel great,positive feeling
weather,happy to see the sun,sunshine
weather,allow the nature to be see,visibility
weather,can change in an instant,changeable
weather,can be study,studyable
weather,be never constant,changeable
weather,vary depend on location,regional variation
weather,be unpredictable,unpredictable
weather,unique to location,regional variation
weather,seasonal change,seasonal
weather,impact on daily life,outdoor impact
weather,forecast,predictable
weather,humidity,humidity
weather,wind,wind
weather,temperature,temperature
weather,can be rough,extreme
weather,can be gentle,calm
weather,can be beautiful,beauty
weather,can be lethal,extreme
weather,strong,strong
weather,necessary,necessary
wildlife,hungry,hunger
wildlife,all around,varied
wildlife,noisy,loud
wildlife,beautiful,beauty
wildlife,colorful,colorful
wildlife,itchy,itch
wildlife,have the ability to move,movement
wildlife,reproduce,reproduction
wildlife,the large prey on the small,predation
wildlife,live in harmony with nature,natural balance
wildlife,show how healthy an ecosystem be,ecological role
wildlife,they have skeleton,vertebrate
wildlife,endanger,endangered
wildlife,some need protect,protection
wildlife,some need remove to protect other,species management
wildlife,not mean for human involvement,wild
wildlife,freedom,freedom
wildlife,natural,natural
wildlife,animal,animals
wildlife,loud,loud
wildlife,creepy,negative emotion
wildlife,source of food,food source
wildlife,loud,dangerous
wildlife,dangerous,biodiversity
wildlife,all live creature and plant,beauty
wildlife,raw beauty,beauty
wildlife,ecosystem,protection
wildlife,should be protect,respect
wildlife,should be respect,conservation
wildlife,should be allow to live in their natural environment,forest
wildlife,forrest,jungle
wildlife,jungle,jungle
wildlife,dessert,zoo
wildlife,zoo,fascinating
wildlife,be very interesting,person
wildlife,a popson who take change and life wild,cute
wildlife,can be cute,dangerous
wildlife,can be dangerous,caution
wildlife,must keep distance,photography
wildlife,take pic,caution
wildlife,do not approach,beauty
wildlife,beautiful,animals
wildlife,make up of animal,loud
wildlife,a tiger 's roar can be hear 2 mile away,endangered
wildlife,30 of identify specie be under extinction,endangered
wildlife,wolf can go up to a week without eat,habitat loss
wildlife,habitat loss in a huge threat to wildlife,polar bears
wildlife,polar bear have black skin,native
wildlife,native,self-regulation
wildlife,self regulate population,vulnerable
wildlife,harm by pollution,solitary
wildlife,avoid humanity,avoids humanity
wildlife,balanced system,vulnerable
wildlife,vulnerable to disaster,vulnerable
wildlife,diverse specie of animal,beauty
wildlife,very natural and beautiful,seasonal changes
wildlife,seasonal pattern change,seasonal changes
wildlife,adaptation characteristic,interaction
wildlife,natural interaction within wildlife,ecological balance
wildlife,provide ecology balance,beauty
wildlife,beautiful,respect
wildlife,should be respect,respect
wildlife,large variety,conservation
wildlife,we should leave space for it in the world,important
wildlife,important,important
wildlife,vital to the health of our world,wild
wildlife,consist of non domesticated animal,habitat
wildlife,have different type of habitat,habitat
wildlife,live in all the region of the world,self-sufficiency
wildlife,find their own food and shelter without the help of human,conservation
wildlife,there be conservation 's to help protect they,endangered
wildlife,because of human some specie of wildlife be endangered or extinct,mammals
wildlife,mammal,mountains
wildlife,mountain,animals
wildlife,animal,animals
wildlife,water and tree,plants
wildlife,plant,trees
wildlife,tree,evolution
wildlife,adaption and evolution,habitat
wildlife,habitat and niche,migration
wildlife,migration and movement,communication
wildlife,communication and signal,survival
wildlife,survival and resilience,ecological role
wildlife,ecological role and important,large
wildlife,big,dangerous
wildlife,can be scary,beauty
wildlife,beautiful,necessary
wildlife,necessary,life cycle
wildlife,circle of life,predators
wildlife,predator,dangerous
wildlife,dangerous,uninhabitable
wildlife,uninhabitable,wildlife
wildlife,full of wild animal,harsh weather
wildlife,harsh weather,remote
wildlife,remote,isolated
wildlife,isolate,habitat
wildlife,natural habitat,endangered
wildlife,endangered species,migration
wildlife,migration,reproduction
wildlife,breed,conservation
wildlife,conservation,ecosystem
wildlife,ecosystem,ecosystem
wildlife,adaptation,food web
wildlife,food web participation,reproduction
wildlife,reproduction,natural processes
wildlife,natural process,conservation
wildlife,conservation status,ecological impact
wildlife,ecological impact,ecological impact
wildlife,natural environment,habitat
wildlife,animal in wildlife be not domesticate,wild
wildlife,be an ecosystem,ecosystem
wildlife,serve as a means of survival for animal,survival
wildlife,serve we movement for specie,migration
wildlife,serve as a home for reproduction,habitat
wildlife,not human,non-human
wildlife,non domesticate being,wild
wildlife,lion tiger and bear,predators
wildlife,hunt for food,hunting
wildlife,hunt for sport,sport hunting
wildlife,non captive,wild
wildlife,consumer,consumers
wildlife,sunset,nature
wildlife,animal,animals
wildlife,prey,preys
wildlife,predator,predators
wildlife,nature,nature
wildlife,herbivore,herbivores
wildlife,omnivore,omnivores
wildlife,deer fox and bobcat be natural to the area,native species
wildlife,they be more frightened of we than we be of they,shy
wildlife,necessary to our human daily life,important
wildlife,wild not tame,wild
wildlife,food chain,food chain
wildlife,ecosystem,ecosystem
wildlife,natural habitat,habitat
wildlife,conservation,conservation
wildlife,biodiversity,biodiversity
wildlife,adaptation,adaptability
