Palabra (concepto),Descripción,Codificación
Desesperación,,no acción
Desesperación,angustiar,angustia
Desesperación,creer posibilidad,sin salida
Desesperación,falta control situacion,incontrolable
Desesperación,pánico,pánico
Desesperación,temor,temor
Desesperación,miedo,miedo
Ganancia ,beneficio,beneficios
Ganancia ,recompenza,recompensa
Ganancia ,recibir logro,logro
Ganancia ,extrinseco intrinseco,interno/externo
Ganancia ,sentir,realización
Ganancia ,efecto esfuerzo,esfuerzo
Ganancia ,consecuencia venta,ventas
Ganancia ,monetario,monetario
Habilidad,capacidad,hacer
Habilidad,don,don
Habilidad,,bien
Habilidad,destacar él area,destacado
Habilidad,competente,competencia
Habilidad,relacionar él hobbi,hobbies
Compasión,empatico,empatía
Compasión,perdonar pena,perdón
Compasión,ayudar,ayuda
Compasión,poner él lugar alguien pasar,empatía
Seguridad,confort,confort
Seguridad,estabilidad,estabilidad
Seguridad,sentir miedo,no miedo
Seguridad,proteccion,protección
Seguridad,peligro,no peligro
Seguridad,cuidado,cuidado
Seguridad,poner candado,candados
Obligación,compromiso cumplir él,compromiso
Obligación,regla acatar,reglas
Obligación,evadir,no voluntad
Plan,proyecto,proyecto
Plan,conjunto idea realizar él,confort
Plan,panoramar,panorama
Plan,acción segui,acción
Agradecimiento,sentir recibir,sentimiento
Agradecimiento,gratitud,gratitud
Agradecimiento,sentar alguien favor,favor
Excusa,intento justificacion accion,justificación
Excusa,mentira servir evadir situacion,mentira
Excusa,frase   buscar perdonar,perdón
Excusa,frase emitir ver él perjudicado,no perjuicio
Decisión,elegir,elección
Decisión,estudiar,estudiar
Decisión,gol necesario tomar,deporte
Decisión,momento elegir importante,importante
Destreza,habilidad,habilidades
Destreza,jugar futbol necesitar,deporte
Destreza,motricidad fino,motricidad
Destreza,movimiento cordinado,coordinación
Destreza,habilidad combate,habilidades
Destreza,aumentar probabilidad golpe crítico,golpear
Destreza,aumentar probabilidad esquivar golpe,esquivar
Destreza,agilidad,agilidad/fuerza
Destreza,capacidad fisico,capacidad
Éxito,triunfo,triunfo
Éxito,victoria,victoria
Éxito,logro obtenido,logro
Éxito,realización sueño,realización
Éxito,conseguir él necesario trabajo duro,trabajo
Éxito,fruto esfuerzo,esfuerzo
Éxito,cumplimiento objetivo,cumplimiento
Éxito,esfuerzo camino,esfuerzo
Éxito,luchar conseguir él,lucha
Éxito,mision cumplido,cumplimiento
Culpa,angustiar,angustia
Culpa,sensación cometer error,error
Culpa,gana corrergir accion,correción
Culpa,generalmente asociar arquero,arquero
Culpa,intranquilidad frente decision tomado,intranquilidad
Culpa,querer revertir situacion,querer
Culpa,sensación accion,omisión
Culpa,autogol,error
Culpa,pensamiento autocritico,autocrítica
Peligro,situacion generar miedo,miedo
Peligro,sensacion inseguridad frente alguien,sensación
Peligro,situacion impredecible,impredecible
Peligro,tsunami,tsunami
Peligro,chile vivir constante,hay en Chile
Peligro,advertencia,advertencia
Peligro,aviso previo frente situacion,advertencia
Peligro,señaletico,advertencia
Peligro,probabildiad salir dañado,daño
Ansiedad,angustia interno,angustia
Ansiedad,desesperacion frente situacion,desesperación
Ansiedad,ataquede,ataque
Ansiedad,falta respiracion,ahogamiento
Ansiedad,suceder,no saber
Ansiedad,sentimiento frente adversidad,adversidad
Ansiedad,medicamento reducir él,tratamiento contra
Ansiedad,medicina convencional tratar él,tratamiento contra
Ansiedad,visita psicologo,psicológico
Ansiedad,ataquede panico,ataque
Seguridad,sensacion comodidad,comodidad
Seguridad,guardia,guardias
Seguridad,antivirus,antivirus
Seguridad,contraseña,contraseña
Seguridad,barrera,barrera
Seguridad,tranquilidad,tranquilidad
Seguridad,contencion frente situacion,contención
Seguridad,dinero otorga,dinero
Seguridad,confianza,confianza
Peligro,entender,entendimiento
Peligro,idea,idea
Peligro,vision mundo,visión
Peligro,ocurrir mente,mente
Peligro,entregar respuesta,respuesta
Peligro,generar pregunta,preguntas
Peligro,cuestionamiento,cuastionamiento
Acuerdo,entendimiento,entendimiento
Acuerdo,objetivo comun,común
Acuerdo,benfecicio mutuo,beneficios
Acuerdo,rendicion,rendición
Acuerdo,llegar frente situacion,dificultad
Acuerdo,credito,credito
Acuerdo,llegar negociación,negocios
Acuerdo,gobernar,gobernabilidad
Compasión,empatiar,empatía
Compasión,misericordia,misericordia
Compasión,lugar guerra,no guerra
Compasión,mostrar debilidad,debilidad
Compasión,gente religion deberio mostrar él,religión
Compasión,culpa,culpa
Compasión,sistema,no sistema
Éxito,prosperar,properidad
Éxito,triunfar,triunfo
Éxito,lograr objetivo,logro
Éxito,meta,meta
Éxito,llegar cima,cima
Éxito,obtener beneficio,beneficios
Éxito,resultado,bien
Felicidad,alegría,alegría
Felicidad,sentir él,bien
Felicidad,concepto pleno,pleno
Felicidad,sonrisa,sonrisa
Felicidad,demostrar optimismo,optimismo
Felicidad,compartir emoción,emoción
Felicidad,entusiasmo,entusiasmo
Felicidad,euforia,euforia
Felicidad,satisfacción,satisfacción
Felicidad,reir,risa
Decisión,elección,elección
Decisión,opción,opción
Decisión,elegir,elección
Decisión,enfrentar él alternativa,alternativa
Decisión,seleccionar base razonamiento,razonamiento
Decisión,distinto oportunidad,oportunidad
Decisión,actuar voluntad,voluntad
Obsesión,desear descontrolado,descontrol
Obsesión,aspiración,aspiraciones
Obsesión,ambición,ambición
Obsesión,meta,meta
Obsesión,sensación deseo,deseo
Obsesión,querer lograr él costa,querer
Honestidad,sinceridad,sinceridad
Honestidad,recto persona,rectitud
Honestidad,virtud,virtud
Honestidad,cualidad destacable persona,cualidad
Honestidad,actuar correctamente,correcto
Honestidad,transparente,transparencia
Honestidad,ocultar cosa deber,no ocultar
Sugerencia ,consejo,concejo
Sugerencia ,advertencia,advertencia
Sugerencia ,guía lograr,guía
Sugerencia ,recomendación,recomendación
Sugerencia ,crítico,crítica
Sugerencia ,observación,observación
Sugerencia ,ayuda mejorar,ayuda
Sugerencia ,pauta actuar,bien
Sugerencia ,manual,manual
Excusa,interpretar disculpa,disculpa
Excusa,justificación,justificación
Excusa,dirir chamullo librar él,chamullo
Excusa,defensa evitar sanción,defensa
Excusa,argumento favor,argumentación
Excusa,presentar certificado,certificado
Excusa,quitar responsabilidad,no responsabilidad
Excusa,pedir perdón,perdón
Excusa,perdonar,perdón
Seguridad,,a salvo
Seguridad,respaldo,respaldo
Seguridad,protección,protección
Seguridad,velar bienestar,bienestar
Seguridad,guardia,guardias
Seguridad,encargado defenderno,defensa
Seguridad,carabinero bombero,policias
Seguridad,antivirus,antivirus
Seguridad,bloqueo mal,no mal
Seguridad,demostrar él firme posición,demostración
Oportunidad,ventana abierto,ventana
Oportunidad,chance,chance
Oportunidad,opción,opción
Oportunidad,propuesta,propuesta
Oportunidad,alternativa,alternativa
Oportunidad,negocio triunfar,triunfo
Pensamiento,idea,idea
Pensamiento,imaginación,imaginación
Pensamiento,razonamiento   concienciar,razonamiento
Pensamiento,divagación cerebral,cerebro
Pensamiento,vuelta cabeza,cabeza
Pensamiento,cranear,cranear
Pensamiento,flujo información,información
Pensamiento,subconciente,subconciente
Pensamiento,desear aspiración sueño,deseo
Pensamiento,desarrollar imagen cabeza,cabeza
Amenaza,correr peligro,peligro
Amenaza,dañarte,daño
Amenaza,peligro,peligro
Amenaza,león feroz cebra,feroz
Amenaza,hombre naturaleza,humano
Amenaza,perjudicarte,perjuicio
Destreza,habilidad actividad,habilidades
Destreza,conocido fuerza agilidad,agilidad/fuerza
Pensamiento,ocurrir conciencia,conciencia
Pensamiento,mente trabajar,mente
Pensamiento,proceso cognitivo,cognitivo
Seguridad,cuado hogar supuesto,hogar
Seguridad,riesgo,no riesgo
Seguridad,tranquilidad,tranquilidad
Seguridad,amenaza,no amenaza
Seguridad,protección,protección
Seguridad,guardia darte,guardias
Agradecimiento,respuesta cumplido recibido,respuesta
Agradecimiento,recibir regalo,regalo
Agradecimiento,sociabilizar,sociedad
Peligro,amenazar,amenaza
Peligro,riesgo sufrir daño,daño
Peligro,persona amenazante peligro,amenaza
Peligro,falta seguridad,inseguridad
Peligro,salir calle noche barrio oscuro,oscuridad
Peligro,edificio viejo terremoto,terremoto
Esperanza,pensar ocurrir,pensamiento
Esperanza,pensar acto alguien malo darte,pensamiento
Esperanza,positivo ocurra,positivo
Esperanza,pensar superar momento duro,pensamiento
Esperanza,pensamiento feliz entregar,pensamiento
Esperanza,fuerza seguir,fuerza
Esperanza,seguir luchar,seguir
Plan,idea,idea
Plan,paso seguir,pasos
Plan,mision poseer,misión
Ansiedad,desorden pensamiento,desorden
Ansiedad,fijación estimulo,fijación
Acuerdo,punto idea distinto,punto medio
Peligro,tipo situación,situación
Peligro,preseiente salir,mal
Peligro,cuidadoso tipo situaciónn,cuidado
Peligro,generar persona estir atenta,atención
Peligro,generar persona liberir adrenalina suceder,adrenalina
Peligro,generar persona cuidadoso,cuidado
Felicidad,familia,familia
Felicidad,amigo,amistad
Felicidad,pasar él,bien
Felicidad,sonreir,sonrisa
Felicidad,bienestar,bienestar
Felicidad,preocupado,no preocupación
Felicidad,triste,no tristeza
Felicidad,sentimiento,sentimiento
Agradecimiento,forma retroalimentar acto alguien,retroalimentación
Agradecimiento,realizar persona alguien,otro/alguien
Agradecimiento,cortesía,cortesía
Agradecimiento,beneficiar acto voluntario alguien,voluntario
Agradecimiento,acto padre enseñar hijo pequeño,padres
Ganancia ,beneficio,beneficios
Ganancia ,ingreso disponible costo total,ingreso
Ganancia ,beneficio recibir saldar cuenta,beneficios
Ganancia ,similar utilidad visto punto vista social,utilidad
Ganancia ,obtener recibir beneficio esforzar él,beneficios
Ganancia ,utilidad,utilidad
Ganancia ,beneficio costo,mayor
Esperanza,fe suceder,fe
Esperanza,fe problema solucionar,fe
Esperanza,fe,fe
Esperanza,expectativa,bien
Esperanza,convencer suceder,bien
Esperanza,ojala,ojalá
Razón,logico,lógica
Razón,correcto,correcto
Razón,moral,moral
Razón,logico pensar persona,lógica
Razón,correcto,correcto
Razón,decisión,decisión
Razón,sentido,sentido
Sugerencia ,ayudar,ayuda
Sugerencia ,ayudar alguien realizar él tarea,ayuda
Sugerencia ,guiar alguien camino correcto,guía
Sugerencia ,tipo ayuda,ayuda
Sugerencia ,tipo acto alguien necesitar guia,guía
Sugerencia ,guiar,guía
Sugerencia ,guiar camino correcto,guía
Sugerencia ,directriz,directriz
Honestidad,mentir,no mentir
Honestidad,,verdad
Honestidad,valor adquirir,verdad
Honestidad,anteponer mentira,verdad
Honestidad,correcto,correcto
Honestidad,tipo valor,valor
Honestidad,valor padre enseñar hijo,valor
Honestidad,confiabilidad,confiabilidad
Obligación,alguien voluntad,no voluntad
Obligación,importar,hacer
Obligación,deber,deber
Obligación,tarea,tareas
Obligación,imponer persona,imposición
Obligación,tarea,hacer
Obligación,generalmente consecuencia,consecuencias
Decisión,alternativa,alternativa
Decisión,tomar elegir cosa,elección
Decisión,elegir,elección
Decisión,acto,acción
Decisión,facil,dificultad
Decisión,tomar decidir camino,camino
Decisión,decidir,decidir
Obsesión,especie irracionalidad búsqueda alguien,irracional
Obsesión,persecución,persecución
Obsesión,desencadenar enfermedad mental,enfrermedad
Obsesión,actúar desacuerdo razón,irracional
Obsesión,relacionado torno persona,persona
Obsesión,causal amor correspondido,no corresponido
Obsesión,incapacidad dejar pensar alguien,incapacidad
Obsesión,incapacidad dejar pensar,incapacidad
Acuerdo,establecer parámetro común alguien,común
Acuerdo,tratar,tratado
Acuerdo,convención,convenio
Acuerdo,firmar,firma
Acuerdo,cerrar apretón mano,cierre
Acuerdo,contrato,contrato
Acuerdo,punto común alguien,común
Acuerdo,sintonía alguien,sintonía
Compasión,misericordia alguien,misericordia
Compasión,sentir alguien,sentimiento
Compasión,sentir enemigo,sentimiento
Compasión,perdonar vida alguien,perdón
Compasión,perdón,perdón
Compasión,sentir pena alguien,pena
Compasión,empatico alguien,empatía
Obligación,deber,deber
Obligación,tarea,tareas
Obligación,tarea,hacer
Obligación,sacar carrera,carrera
Obligación,respetuoso padre,respeto
Obligación,responsable,responsabilidad
Obligación,cumplir ley resultar,leyes
Plan,idea,idea
Plan,inicio proyecto,proyecto
Plan,organizado,organización
Plan,generar él individual grupal,personal/grupal
Plan,maquinación,maquinación
Plan,tramar idea,idea
Plan,trabajo,trabajo
Plan,acción,acción
Plan,estudio,estudiar
Excusa,acción justificar falta,justificación
Excusa,argumentación,argumentación
Excusa,cumplir utilizar,no cumplimiento
Excusa,servir vía escape fácil cumplir,escape
Excusa,mentira,mentira
Destreza,habilidad actividad,habilidades
Destreza,deportivo,deporte
Destreza,académico,académico
Destreza,musical,música
Destreza,capacidad innato,capacidad
Destreza,guardar relacion talento,talento
Destreza,habilidad logico resolucion problema,habilidades
Destreza,desenvolver él actividad forma determinado,actividades
Oportunidad,chance presentar,chance
Oportunidad,intento,intento
Oportunidad,laboral,laboral
Agradecimiento,mostrar apreciación concedido,aprecio
Agradecimiento,cortés alguien portar,cortesía
Agradecimiento,mostrar respeto alguien,respeto
Habilidad,aptitud acción actividad determinado,acción
Habilidad,destreza,destreza
Habilidad,poder tener él distinto campo área,distintos
Amenaza,producir miedo,miedo
Amenaza,inminente,inminente
Amenaza,preparar situacion peligro,peligro
Destreza,entrena producir,entrenamiento
Destreza,talentoso,talento
Destreza,obtener practica,práctica
Destreza,persona adquirir innatamente,innato
Destreza,demuestra actividad,actividades
Destreza,deportista pasear,deporte
Destreza,significar talento practicar,talento
Destreza,practicar,práctica
Destreza,habilidad,habilidades
Destreza,resultado positivo,positivo
Pensamiento,mente,mente
Pensamiento,neurona,neuronas
Pensamiento,sinapsis,sinapsis
Pensamiento,imaginacion,imaginación
Pensamiento,psicologo estudiar,psicológico
Pensamiento,imagen mental,mente
Pensamiento,razonamiento,razonamiento
Pensamiento,necesitar,necesario
Pensamiento,,hacer
Pensamiento,positivo negativo,positivo/negativo
Seguridad,respaldo,respaldo
Seguridad,producir tranquilidad,tranquilidad
Seguridad,guardia,guardias
Seguridad,producir alguien cuidar,cuidado
Seguridad,padre hijo,padres
Seguridad,firmeza,firmeza
Seguridad,confianza,confianza
Agradecimiento,gratitud,gratitud
Agradecimiento,dar alguien ayudar,dar
Agradecimiento,creer deberiam tú dar él él dio divinidad,Dios
Agradecimiento,alguien,bien
Agradecimiento,deber dar él él alguien,bien
Agradecimiento,dar él,bien
Agradecimiento,hijo padre,padres
Agradecimiento,,no todos
Agradecimiento,sentirte vida,bien
Agradecimiento,atraer hacer cosa,bien
Peligro,riesgo,riesgo
Peligro,punto llegar malo situacion,mal
Peligro,malo,mal
Peligro,producir miedo,miedo
Peligro,tratar evitar él,evitación
Peligro,cuerpo preparar momento,cambio corporal
Esperanza,anhelar,anhelo
Esperanza,producir calma,calma
Esperanza,cosa,muchos
Esperanza,,bien
Esperanza,alivio,alivio
Esperanza,motivacion,motivación
Esperanza,producir bienestar,bienestar
Esperanza,perder,perdida
Esperanza,importante perder él,importante
Esperanza,necesitar,necesario
Plan,,acuerdo
Plan,respaldo,respaldo
Plan,preparado,preparación
Plan,malo,bien/mal
Plan,preparado,preparación
Plan,b,b
Plan,probabilidad éxito,éxito
Ansiedad,poner inquieto,inquietud
Acuerdo,tratar,trato
Acuerdo,pacto,pacto
Acuerdo,queda alguien,quedar
Obsesión,galleta nombre concepto,galletas
Obsesión,llegar trastorno sicológico,trastorno
Obsesión,desconectar él,no desconeción
Obsesión,dejar dormir,insomnio
Obsesión,encerrar él,encierro
Obsesión,dejar opción pro,sólo una
Obsesión,concepto percibido negativo,negativo
Esperanza,posibilidad éxito,posibilidad
Esperanza,relacionado color verde,verde
Esperanza,perder,lo último que se pierde
Esperanza,luz camino,luz
Esperanza,fé,fe
Esperanza,creer venir tiempo mejor,creencia
Esperanza,optimismo,optimismo
Razón,pensamiento,pensamiento
Razón,relacionado proporción,proporción
Razón,permitir elegir,elección
Razón,,saber
Razón,conciencia,conciencia
Razón,mente,mente
Razón,humano poseemos,humano
Definición,significado palabra,significado
Definición,acotamiento,acotación
Definición,explicación palabra,explicación
Definición,caracteristica palabra,caracterización
Definición,palabra,palabra
Ganancia,utilidad,utilidad
Ganancia,material,material
Ganancia,asociado dinero,dinero
Ganancia,contrario pérdida,no perder
Ganancia,beneficio,beneficios
Oportunidad,ocasión,hacer
Oportunidad,opción,opción
Oportunidad,analisis fodo,FODA
Oportunidad,ocasión ganar,ocasión
Oportunidad,posibidad,posibilidad
Ansiedad,gana cosa sucedar rápido,ganar
Ansiedad,nerviosismo,nerviosismo
Ansiedad,angustiar,angustia
Ansiedad,desesperación,desesperación
Peligro,amenaza externo,amenaza
Peligro,riesgo,riesgo
Peligro,posibilidad daño,daño
Amenaza,potencial agente daño,daño
Amenaza,potncial peligro,peligro
Amenaza,acechante,acecha
Éxito,asociado felicidad,felicidad
Éxito,persona buscar,búsqueda
Éxito,cúspide laboral,cima
Ansiedad,sentimiento provocar nervio,nerviosismo
Ansiedad,persona ansia,ansias
Ansiedad,sensación agradable,no agradable
Ganancia,recompenso dinero acción,recompensa
Ganancia,esfuerzo traer recompensa,recompensa
Ganancia,ganancia valor material inmaterial,material
Pensamiento,pensar persona,persona
Pensamiento,indicar opinión percepción invividuo,opinión
Pensamiento,actúar forma individual,individual
Seguridad,consistir sentir él protegido,protección
Seguridad,puedeser lugar confortable seguro,confort
Oportunidad,posibilidad humano tomar,posibilidad
Oportunidad,opción tomar vida individuo,opción
Oportunidad,oportunidad vida,muchos
Verdad,concepto irrefutable,irrefutable
Verdad,discutir,no discusión
Verdad,pre establecido gente,preestablecido
Verdad,atributo persona,atributo
Verdad,valorado sociedad,bien
Verdad,recriminar,recriminación
Obsesión,similar vicio,vicio
Obsesión,persona volver adicto,adicción
Obsesión,jugar,contrarío
Obsesión,,mal
Peligro,situacion advertencia,advertencia
Peligro,situacion elemento peligroso,elementos
Peligro,elemento peligroso ocasionar daño,daño
Peligro,arriesgar él pasar peligro,riesgo
Excusa,tipo mentira,mentira
Excusa,evitar cosa agradir gente,evitación
Excusa,excusa implicar,no verdad
Excusa,ocurrir evitar situación,evitación
Agradecimiento,forma gracias alguien,gratitud
Agradecimiento,agradecido significar apreciar,aprecio
Excusa,pretexto,pretexto
Excusa,evadir situación,evación
Excusa,aplazar,aplazamiento
Excusa,justificar,justificación
Excusa,respuesta,respuesta
Excusa,minimización situación,minimizar
Excusa,generar ponderación negativo recibir,negativo
Acuerdo,consenso parte,consenso
Acuerdo,ceder,ceder
Acuerdo,entendendimiento,entendimiento
Acuerdo,comprensión,comprensión
Acuerdo,legitimización,legitimidad
Acuerdo,permitir mantener cohesión social,cohesión
Acuerdo,favorecer representatividad,representatividad
Acuerdo,sublimo relación interpersonal,sublimar
Ansiedad,sobreevaluar situación,sobrevaluación
Ansiedad,sobreevaluar comportamiento entorno,sobrevaluación
Ansiedad,cuestionar él demasia,cuastionamiento
Ansiedad,inseguridad,inseguridad
Ansiedad,nerviosismo,nerviosismo
Ansiedad,generar accionar precipitado,precipitado
Ansiedad,trastorno psicológico,trastorno
Ansiedad,lectura errado sobreestimulado acontecer,error
Razón,lógica,lógica
Razón,entendimiento,entendimiento
Razón,motor cambio,motor
Razón,ver incrementado conforme adquirir experiencia educación,experiencia
Razón,elemento distintivo   entidad relevante sociedad,sociedad
Razón,permitir tomar decisión acertado,permitir
Razón,promover desarrollo discusión,desarrollo
Esperanza,aspiración,aspiraciones
Esperanza,probabilidad cumplir,probabilidad
Esperanza,aplicar situación acontecer futuro,futuro
Esperanza,deseo suceder futuro,deseo
Esperanza,concepto romantico,romantico
Esperanza,relacionado cabalidad razón lógica,no lógica
Esperanza,brota resolución futuro probable naturaleza adverso,resolución
Desesperación,problema,problemas
Desesperación,reacción situación favorable,no favorable
Desesperación,descontrol,descontrol
Desesperación,desenboca mala decisión,malas decisiones
Desesperación,estrés,estrés
Desesperación,acción precipitado,precipitación
Desesperación,fuertemente vinculado sentido preservación,preservación
Desesperación,originar bienestar ver fuertemente amenazado,amenaza
Culpa,sentimiento,sentimiento
Culpa,generado análisis acción pasado,análisis
Culpa,remordimiento,remordimiento
Culpa,acusación recaar individuo,acusasión
Culpa,altamenir ligado acusación,acusasión
Culpa,ligado castigo,castigo
Culpa,acompañado castigo fisico psicologico inferido entorno,castigo
Habilidad,capacidad,capacidad
Habilidad,herramienta distender él entorno,herramienta
Habilidad,facilitar realización acción,facilidad
Habilidad,ventaja competitivo comparativo,ventaja
Habilidad,aplicar area desarrollo naturaleza,desarrollo
Habilidad,sentido evolutivo permitir especie perdurir,evolución
Habilidad,humano nacer facilidad remarcable,facilidad
Habilidad,humano desarrollar conforme requerir,desarrollo
Amenaza,buscar persuadir,disuasión
Amenaza,real creible efectivo,real
Amenaza,forma distendido conocido aceptado ley,leyes
Oportunidad,experiencia,experiencia
Oportunidad,permitir desarrollo habilidad,desarrollo
Oportunidad,situación ventajozo sacar provecho,ventaja
Oportunidad,implicar mejora bienestar caso ejecutar él,bienestar
Oportunidad,brecha actual posiblidad,posibilidad
Oportunidad,presentar vida individuo,durante la vida
Oportunidad,tomar desechar,tomar/dejar
Oportunidad,aprovechar él generar remordimiento futuro,dejarla causa remodimientos
Oportunidad,generar incerteza invitar individuo salir zona confort,incerteza
Definición,servir encontrar significado,significado
Definición,descripción,descripción
Definición,característica cosa objeto persona,caracterización
Definición,detallar,datallar
Definición,sentido,sentido
Definición,significado,significado
Definición,descripción,descripción
Pensamiento,ocurrir mente,mente
Pensamiento,acción mente,mente
Pensamiento,circunstancia activo mente,mente
Excusa,evitación,evación
Excusa,evadir,evación
Decisión,medida tomar frente,medida
Decisión,elegir,elección
Habilidad,agilidad,agilidad/fuerza
Habilidad,útil determinado,utilidad
Habilidad,fortaleza,fuerza
Ansiedad,acto perjudicar organismo,perjudicial
Ansiedad,comer exceso beber fumar exceso etc,buscar exceso
Ansiedad,acto conducir cosa exceso,buscar exceso
Seguridad,estabilidad,estabilidad
Seguridad,supuesto función brindar,estado
Seguridad,riesgo,no riesgo
Verdad,contrario mentira,no mentir
Verdad,mentir,no mentir
Verdad,cosa,en sí
Peligro,riesgo,riesgo
Peligro,acción perjudicar bienestar,no bienestar
Culpa,sentir presión cometido,presión
Culpa,arrepentimiento,arrepentimiento
Culpa,presión cometido,presión
Ansiedad,provocado nervio,nerviosismo
Ansiedad,presentar situación estrés,estrés
Ansiedad,producir gana comer,ganas
Ansiedad,producir esperar respuesta situacion,esperar
Ansiedad,gana,ganas
Ansiedad,esperar,no paciencia
Desesperación,perturbar demaciado,perturbación
Desesperación,persona alterar,alteración
Desesperación,incontrolable,incontrolable
Desesperación,alteracion,alteración
Sugerencia ,proponer,proposición
Sugerencia ,opinion acerca,opinión
Sugerencia ,plantear solucion,solución
Sugerencia ,mostrar punto vista,punto de vista
Sugerencia ,tratar ayudar alguien,ayuda
Sugerencia ,resolver algun problema,solución
Razón,humano,humano
Razón,permitir resolver problema,solución
Razón,verificar alguien correcto,verificación
Razón,mente,mente
Razón,predomín siglo 18,siglo 18
Razón,suceder pensar,pensamiento
Peligro,corrar algun riesgo,riesgo
Peligro,guagua soler expuestar concepto,guaguas
Peligro,deber cuidado,cuidado
Peligro,afectar fisicamente,afectación
Peligro,constantemente expuesto,exposición
Peligro,delincuente ejemplo concepto,delincuencia
Peligro,motivo deber cuidar,motivación
Destreza,habilidad,habilidades
Destreza,alguien disciplina,bien
Destreza,dominio,dominio
Destreza,poseer deportista,deporte
Destreza,permitir triunfar determinado area,triunfo
Pensamiento,,todos los diás
Pensamiento,permitir resolver problema,problemas
Pensamiento,permitir razonar,razonamiento
Pensamiento,permitir replantear yo cosa,replanteamiento
Pensamiento,ayuda filtrar decir,filtro
Honestidad,alguien,verdad
Honestidad,sinceridad,sinceridad
Honestidad,caracterizar persona,bien
Honestidad,contrario mentiroso,no mentir
Honestidad,gente creer decir,credibilidad
Oportunidad,presentar situacion beneficioso,beneficios
Oportunidad,situacion deber aprovechar él,aprovechar
Oportunidad,viajar gratis,viajar
Oportunidad,ocasión,bien
Oportunidad,feliz,felicidad
Oportunidad,ayudar aspecto,ayuda
Obsesión,trastorno,trastorno
Obsesión,repeticion conducta,repetición
Obsesión,vivir cosa,no vida
Obsesión,idolatrar,idolatración
Obsesión,depender,dependencia
Razón,base solida,bases
Razón,correcto,correcto
Verdad,certeza,certeza
Verdad,irrefutable,irrefutable
Ganancia,recompensar,recompensa
Habilidad,destreza,destreza
Destreza,habilidad,habilidades
Destreza,fisico,físico
Destreza,mental,mental
Obligación,deber,deber
Agradecimiento,gratitud,gratitud
Oportunidad,aprovechar él,aprovechar
Amenaza,peligro,peligro
Amenaza,panico,pánico
Amenaza,alertar,alerta
Amenaza,miedo especifico,miedo
Culpa,malo accion,mal
Culpa,sentimiento,sentimiento
Culpa,remordimiento,remordimiento
Culpa,conciencia,conciencia
Excusa,explicar,explicación
Excusa,forma justificar él,justificación
Excusa,utilizar normalmente frente error,error
Excusa,asumir responsabilidad,no asumir
Excusa,facil,facilidad
Compasión,sentimiento culpa,culpa
Compasión,sentir remordimiento,remordimiento
Compasión,ocurrir enterar él injusticia,injusticia
Compasión,valor importante,valor
Peligro,advertencia,advertencia
Peligro,indicar situación necesitar cuidado,cuidado
Peligro,sentir frente situación desconocido,desconocido
Peligro,forma proteger,protección
Peligro,señalar exposicion provocar daño,daño
Ansiedad,sentimiento angustia,angustia
Ansiedad,fuerte necesidad,necesario
Ansiedad,controlable,descontrol
Sugerencia ,indicar solución,solución
Sugerencia ,deber sutil,sutil
Sugerencia ,constructiva,constructivo
Sugerencia ,señalar error,señalar
Obligación,responsabilidad,responsabilidad
Obligación,compromiso,compromiso
Obligación,escrita palabra,oral/escrita
Obligación,sujeta cambio,no cambio
Obligación,imperioso complirla,imperioso
Agradecimiento,mostrar gratitud,gratitud
Razón,argumento,argumentación
Razón,lógico,lógica
Razón,matemática,matemáticas
Razón,usado ciencia físico,ciencias
Razón,relacionado pensamiento ordenado,pensamiento
Razón,análisis crítico,análisis
Razón,acertado,correcto
Razón,lógico,lógica
Razón,importante antigüedad,importante
Ganancia,percibir algun beneficio,beneficios
Ganancia,monetario físico espiritual,monetario
Ganancia,subjetivo persona cosa,subjetivo
Ganancia,señalar éxito,éxito
Pensamiento,relacionado cerebro,cerebro
Pensamiento,relacionado lógica,lógica
Pensamiento,abstracto,abstracción
Pensamiento,mostrar forma cosa,forma
Pensamiento,limite,no límite
Habilidad,capacidad,capacidad
Habilidad,destreza,destreza
Habilidad,capacidad,capacidad
Habilidad,potencial,potencial
Seguridad,segurito personaje,segurito(personaje)
Seguridad,cinturon,cinturón
Seguridad,confort,confort
Oportunidad,chance,chance
Plan,estrategia,estrategia
Plan,idear,idea
Obligación,deber,deber
Obligación,tener trabajo poder fallar,trabajo
Agradecimiento,demuestra gratitud,gratitud
Amenaza,perjudicar,perjuicio
Felicidad,alegrio,alegría
Felicidad,demostrar sonrisa,sonrisa
Felicidad,contagiós,contagio
Felicidad,abundar amistad,amistad
Felicidad,chocolate,chocolates
Excusa,querer busca,no hacer
Excusa,pretexto,pretexto
Desesperación,ver aprieto,aprieto
Desesperación,,no acción
Desesperación,ansiedad,angustia
Desesperación,nerviosismo,nerviosismo
Agradecimiento,satisfecho,satisfacción
Agradecimiento,reconocer gesto entidad,reconocimiento
Agradecimiento,sentir él deuda,deuda
Agradecimiento,contento,felicidad
Agradecimiento,sentir empatiar entidad,empatía
Agradecimiento,accion persona sentirte satisfecho,acción
Agradecimiento,gesto bondadoso persona forma gratitud,bondad
Agradecimiento,regalo cariño,regalo
Agradecimiento,totalmente termino condición,acuerdo
Habilidad,unico persona,personal
Habilidad,especial,especial
Habilidad,sobresaliente,sobresaliente
Habilidad,accion,acción
Habilidad,distinto,distintos
Habilidad,innovador,innovación
Habilidad,poseer reconocimiento,reconocimiento
