ID;Concepto;respuesta;Code
6501fa22f5070cd868ef3555;equality;Built in discrepancies in society;social disparity
6501fa22f5070cd868ef3555;equality;"Not ""equity""";injustice
6501fa22f5070cd868ef3555;equality;equal opportunities;fairness
660f47622d59323a7b9d0aef;equality;Everyone is Equal;universal parity
660f47622d59323a7b9d0aef;equality;Level Playing Field for all Americans;fairness
660f47622d59323a7b9d0aef;equality;Professional and Personal Advancements;career opportunities
660f47622d59323a7b9d0aef;equality;Endless Opportunities;opportunity potential
660f47622d59323a7b9d0aef;equality;American Dream;social mobility
660f47622d59323a7b9d0aef;equality;Everyone has a Voice;representation
66294cab168fcf0983e95f42;equality;there should be equality of opportunities;opportunity fairness
66294cab168fcf0983e95f42;equality;equality of outcome is not guaranteed;opportunity fairness
66294cab168fcf0983e95f42;equality;everyone should be given an equal opportunity to succeed;fairness
66294cab168fcf0983e95f42;equality;all people of all races should have the same opportunity to vote;universal voting rights
66294cab168fcf0983e95f42;equality;all political parties should have the same rules;impartial rules
66294cab168fcf0983e95f42;equality;everyone should have an opportunity to get their vote cast;voting accessibility
663ba8cfb0cabd4cfa5bf598;equality;equal voting right;uniform voting rights
663ba8cfb0cabd4cfa5bf598;equality;freedom and civil rights;civil liberties
663ba8cfb0cabd4cfa5bf598;equality;equal opportunity;fairness
663ba8cfb0cabd4cfa5bf598;equality;non discrimination;non-discrimination
663ba8cfb0cabd4cfa5bf598;equality;access to justice ';justice access
663ba8cfb0cabd4cfa5bf598;equality;transparency and accountability;accountability
664252d4a599b06b914bfcd8;equality;ensuring that government looks like its population;representation
664252d4a599b06b914bfcd8;equality;making sure that the majority can't bulldoze the minority;minority rights
664252d4a599b06b914bfcd8;equality;everyone has a voice and representation;representation
664252d4a599b06b914bfcd8;equality;trying to level the playing field;opportunity balance
664252d4a599b06b914bfcd8;equality;needed to better govern;governance fairness
664252d4a599b06b914bfcd8;equality;not a bad word;positive aspiration
664cd2ad9890dd0635623687;equality;morally right;morally right
664cd2ad9890dd0635623687;equality;just;justice
664cd2ad9890dd0635623687;equality;kindness;kindness
664cd2ad9890dd0635623687;equality;compassion;compassion
664cd2ad9890dd0635623687;equality;vital for our society;social harmony
664cd2ad9890dd0635623687;equality;should be prioritized;priority
665fdbc8f864a0981f7704c4;equality;men and women;gender parity
665fdbc8f864a0981f7704c4;equality;rights;rights
665fdbc8f864a0981f7704c4;equality;freedom of speech;freedom of speech
665fdbc8f864a0981f7704c4;equality;equality work;fairness
665fdbc8f864a0981f7704c4;equality;same feelings;shared sentiments
665fdbc8f864a0981f7704c4;equality;sharing and caring;inclusivity
66844cc133a4d360bca29862;equality;Equal voting rights;voting rights
66844cc133a4d360bca29862;equality;Equal respresentation;impartial representation
66844cc133a4d360bca29862;equality;Protection under law;legal protection
66844cc133a4d360bca29862;equality;Non-Discrimination;non-discrimination
66844cc133a4d360bca29862;equality;Fair access to resources;access to resources
66844cc133a4d360bca29862;equality;Equal policy making;impartial policy
669136cff0507cfbfa7db59c;equality;equal opportunity;fairness
669136cff0507cfbfa7db59c;equality;access to justice;justice access
669136cff0507cfbfa7db59c;equality;fair treatment by institutions;institutional fairness
669136cff0507cfbfa7db59c;equality;transparency and accountability;accountability
669136cff0507cfbfa7db59c;equality;equality in public spaces;fairness
669136cff0507cfbfa7db59c;equality;fair taxation;impartial taxation
66b38dfd2ee8833d736e4eb4;equality;everyone has a vote;voting rights
66b38dfd2ee8833d736e4eb4;equality;everyone are equal;social parity
66b38dfd2ee8833d736e4eb4;equality;does not exist in a dictatorship;authoritarianism
66b38dfd2ee8833d736e4eb4;equality;one voice one vote;uniform voting power
66b38dfd2ee8833d736e4eb4;equality;no discrimination;non-discrimination
66b38dfd2ee8833d736e4eb4;equality;freedom;freedom
66cb3c445f437327d8953c0b;equality;peace;peace
66cb3c445f437327d8953c0b;equality;equal voting rights;uniform voting rights
66cb3c445f437327d8953c0b;equality;equal acces to public services;fair public access
66cb3c445f437327d8953c0b;equality;equal protection under the law;legal protection
66cb3c445f437327d8953c0b;equality;equal distribution;fairness
66cb3c445f437327d8953c0b;equality;equal treatment;fairness
66cb97897f96f55dc61a0213;equality;Equal voting rights;voting rights
66cb97897f96f55dc61a0213;equality;Equal opportunity;fairness
66cb97897f96f55dc61a0213;equality;Non discriminating;non-discrimination
66cb97897f96f55dc61a0213;equality;Social equality;social justice
66cb97897f96f55dc61a0213;equality;Equal representation;impartial representation
66cb97897f96f55dc61a0213;equality;Economic equality;economic justice
59d52d7821977e0001d63082;fairness;even;balanced
59d52d7821977e0001d63082;fairness;inconsistant;unreliable
59d52d7821977e0001d63082;fairness;purchase-able;corruption
59d52d7821977e0001d63082;fairness;mythical;illusory
59d52d7821977e0001d63082;fairness;prized;valuable
59d52d7821977e0001d63082;fairness;fleeting;temporary
5b2812458ecf3f000161aca7;fairness;some democracies more fair than others;relative justice
5b2812458ecf3f000161aca7;fairness;most democracies certainly more fair than dictatorships or theocracies;relative justice
5b2812458ecf3f000161aca7;fairness;still a spectrum;relative justice
5b2812458ecf3f000161aca7;fairness;not guaranteed and easily to lose sight of in the midst of propaganda;precarious justice
5b2812458ecf3f000161aca7;fairness;means something different to every damn person thanks to said propaganda;subjective justice
5b2812458ecf3f000161aca7;fairness;should mean - everyone gets a vote;universal voting
5b44d567eb64c200015baca0;fairness;the right to plead your case;legal recourse
5b44d567eb64c200015baca0;fairness;tolerance and respect to everyone;mutual respect
5b44d567eb64c200015baca0;fairness;willingness to listen and hear other's opinions;open-mindedness
5b44d567eb64c200015baca0;fairness;fairness is affected by what's legal;legal influence
5b44d567eb64c200015baca0;fairness;fairness changes over time and affects the people;evolving justice
5b44d567eb64c200015baca0;fairness;what's considered fair is not always easy to tell;subjective justice
5dd405ab80123f3eaae9af80;fairness;Democracy should make life fair for all people living in America,;social justice
5dd405ab80123f3eaae9af80;fairness;Democracy is based in fairness.;foundation of justice
5dd405ab80123f3eaae9af80;fairness;A democracy has aims to be fair to all of it's people.;equality
5dd405ab80123f3eaae9af80;fairness;Fairness is critical to the health of a democracy.;essential for democracy
5dd405ab80123f3eaae9af80;fairness;Fairness means all voices are heard.;inclusivity
5dd405ab80123f3eaae9af80;fairness;Fairness does not discriminate based on any attributes of people.;impartiality
60f764081e56258bdc779cc4;fairness;Balance;balanced
60f764081e56258bdc779cc4;fairness;Even;balanced
60f764081e56258bdc779cc4;fairness;Matched;equality
60f764081e56258bdc779cc4;fairness;Giving all sides their say;inclusivity
60f764081e56258bdc779cc4;fairness;Unattainable in some situations;unreachable
60f764081e56258bdc779cc4;fairness;Equal;balanced
611e99910d64a6ea6d18b0a6;fairness;justice;justice
611e99910d64a6ea6d18b0a6;fairness;treating others the way you would want to be treated;golden rule
611e99910d64a6ea6d18b0a6;fairness;no favoritism;impartiality
611e99910d64a6ea6d18b0a6;fairness;equality;equality
611e99910d64a6ea6d18b0a6;fairness;the golden rule;golden rule
611e99910d64a6ea6d18b0a6;fairness;treating people as equal;impartiality
61bb370140db417c1a138984;fairness;Democracy means fairness;democratic justice
61bb370140db417c1a138984;fairness;democracy means accountability that should be maintained;accountability
61bb370140db417c1a138984;fairness;The way people can share their opinions;free expression
61bb370140db417c1a138984;fairness;Fairness prevents corruption;anti-corruption
61bb370140db417c1a138984;fairness;It is getting justice;justice
61bb370140db417c1a138984;fairness;It means protecting minority rights;minority rights
62aa325191aac4ab446f13e6;fairness;equal among all citizens;social parity
62aa325191aac4ab446f13e6;fairness;rights for all people of color;inclusivity
62aa325191aac4ab446f13e6;fairness;support for people of all incomes;economic inclusivity
62aa325191aac4ab446f13e6;fairness;every voice is heard;inclusivity
62aa325191aac4ab446f13e6;fairness;equal access to education;educational access
62aa325191aac4ab446f13e6;fairness;fair chance of being able to chase dreams;opportunity for success
64bdfd7695f5559fff6d6817;fairness;Equal;balanced
64bdfd7695f5559fff6d6817;fairness;Non-discriminatory;impartiality
64bdfd7695f5559fff6d6817;fairness;Respectful;mutual respect
64bdfd7695f5559fff6d6817;fairness;Treated justly;justice
64bdfd7695f5559fff6d6817;fairness;Impartial;unbiased
64bdfd7695f5559fff6d6817;fairness;Not showing favoritism;unbiased
660995c628f9390d8b2ba235;fairness;Equal opportunities for all;opportunity for all
660995c628f9390d8b2ba235;fairness;Fair elections;transparent elections
660995c628f9390d8b2ba235;fairness;Equality and truth;equality
660995c628f9390d8b2ba235;fairness;Anti racism;non-discrimination
660995c628f9390d8b2ba235;fairness;Second chances;redemption
660995c628f9390d8b2ba235;fairness;Justice;justice
663bb0d5572a24c8014255e0;fairness;equal voting rights;universal voting
663bb0d5572a24c8014255e0;fairness;elections are conducted in a fair matter;transparent elections
663bb0d5572a24c8014255e0;fairness;all citizens should have equal opportunity to run for office;open political access
663bb0d5572a24c8014255e0;fairness;laws are equally applied to all citizens;impartial law enforcement
663bb0d5572a24c8014255e0;fairness;all citizens should have equal access to information;inclusivity
663bb0d5572a24c8014255e0;fairness;there should be no discrimination;non-discrimination
663f558889f2441837da5833;fairness;Ensures equal rights and opportunities;ensures opportunity
663f558889f2441837da5833;fairness;Encourages open dialogue and diverse perspectives;encourages dialogue
663f558889f2441837da5833;fairness;Supports independent judiciary and rule of law;judiciary
663f558889f2441837da5833;fairness;Fosters just and equitable distribution of resources;resource equity
663f558889f2441837da5833;fairness;Level playing field for political competition;balanced competition
663f558889f2441837da5833;fairness;Guarantees fair representation and voice;guarantees representation
664d1b368228bb6de28e1808;fairness;gives everyone what they deserve;merit-based
664d1b368228bb6de28e1808;fairness;without discrimination;non-discrimination
664d1b368228bb6de28e1808;fairness;without favoritism;impartiality
664d1b368228bb6de28e1808;fairness;just treatment;justice
664d1b368228bb6de28e1808;fairness;treating people equally;impartiality
664d1b368228bb6de28e1808;fairness;free from bias;unbiased
6676a7163e8ac376937ab791;fairness;Transparency;transparency
6676a7163e8ac376937ab791;fairness;Accountability;accountability
6676a7163e8ac376937ab791;fairness;Non discrimination;non-discrimination
6676a7163e8ac376937ab791;fairness;Impartiality;unbiased
6676a7163e8ac376937ab791;fairness;Opportunity of participation for everyone;inclusivity
6676a7163e8ac376937ab791;fairness;Equal voting rights;universal voting rights
667e981e0487e84f8b2e31da;fairness;very needed in democracy;critical for democracy
667e981e0487e84f8b2e31da;fairness;needed for equality in society;essential for balance
667e981e0487e84f8b2e31da;fairness;shows equity;equity
667e981e0487e84f8b2e31da;fairness;judged in an upright manner;just evaluation
667e981e0487e84f8b2e31da;fairness;keeps the society in a good pace;social stability
667e981e0487e84f8b2e31da;fairness;needed for a free state;necessary for freedom
6683c3090fada48d73372b3f;fairness;Impartiality;unbiased
6683c3090fada48d73372b3f;fairness;Equal Opportunity;opportunity for all
6683c3090fada48d73372b3f;fairness;Fair Electoral processes;transparent elections
6683c3090fada48d73372b3f;fairness;Justice;justice
6683c3090fada48d73372b3f;fairness;Protection of all Individual Rights;individual rights protection
6683c3090fada48d73372b3f;fairness;Non-Discrimination;non-discrimination
66844cc133a4d360bca29862;fairness;Equal rights;social parity
66844cc133a4d360bca29862;fairness;Access to voting;voting access
66844cc133a4d360bca29862;fairness;Broad demographics;inclusivity
66844cc133a4d360bca29862;fairness;Every vote is weighed equally;uniform voting weight
66844cc133a4d360bca29862;fairness;No big money interests;anti-corruption
66844cc133a4d360bca29862;fairness;No corruption;anti-corruption
669136cff0507cfbfa7db59c;fairness;voting rights;universal voting rights
669136cff0507cfbfa7db59c;fairness;fair election;transparent elections
669136cff0507cfbfa7db59c;fairness;access to justice;legal access
669136cff0507cfbfa7db59c;fairness;opportunity of participation;inclusivity
669136cff0507cfbfa7db59c;fairness;fair representation in the media;balanced media representation
669136cff0507cfbfa7db59c;fairness;protection of civil liberties;civil liberties
66a94c224273fab59f0b2c71;fairness;Every citizen's vote should have equal weight, ensuring that all votes are counted equally in elections.;voting rights
66a94c224273fab59f0b2c71;fairness;Elected officials and government institutions should be accountable to the people. This includes mechanisms for citizens to hold leaders responsible for their actions and decisions through regular elections and checks and balances.;accountability
66a94c224273fab59f0b2c71;fairness;Citizens should have the right to freely express their opinions criticize the government, and engage in political discourse without fear of retribution.;freedom of expression
66a94c224273fab59f0b2c71;fairness;The law should apply equally to all citizens, including those in positions of power. Legal processes and decisions should be fair and impartial.;impartial law
66a94c224273fab59f0b2c71;fairness;officials and government institutions should be accountable to the people. This includes mechanisms for citizens to hold leaders responsible for their actions and decisions through regular elections and checks and balances.;accountability
66a94c224273fab59f0b2c71;fairness;All eligible citizens should have the right to participate in the democratic process, including voting and running for office. This implies the removal of barriers such as discrimination based on race, gender, socioeconomic status, or disability.;inclusivity
66afdf5757a1da7fe13a8dbe;fairness;Is the right to love;universal love
66afdf5757a1da7fe13a8dbe;fairness;unity;solidarity
66afdf5757a1da7fe13a8dbe;fairness;Togetherness;solidarity
66afdf5757a1da7fe13a8dbe;fairness;Love;compassion
66afdf5757a1da7fe13a8dbe;fairness;Happiness;contentment
66afdf5757a1da7fe13a8dbe;fairness;Love;compassion
66b38dfd2ee8833d736e4eb4;fairness;lead by elected people;elected leadership
66b38dfd2ee8833d736e4eb4;fairness;everyone deserves fair treatment;just treatment
66b38dfd2ee8833d736e4eb4;fairness;right of the people;civil rights
66b38dfd2ee8833d736e4eb4;fairness;enshrined in constitution;constitution
66b38dfd2ee8833d736e4eb4;fairness;no discrimination;non-discrimination
66b38dfd2ee8833d736e4eb4;fairness;always present in every action;omnipresent justice
66c4b8e02c143fb187f32b91;fairness;One person, One Vote.;universal suffrage
66c4b8e02c143fb187f32b91;fairness;Ranked choice voting for the true desired candidate.;preferential voting
66c4b8e02c143fb187f32b91;fairness;electoral security;secure elections
66c4b8e02c143fb187f32b91;fairness;publicly funded elections with no external money or fundraising.;transparent funding
66c4b8e02c143fb187f32b91;fairness;equal air time or advertisements for all candidates;balanced media access
66c4b8e02c143fb187f32b91;fairness;Accessible voting;voting accessibility
66cc8c5018e31d14f4cc6cf9;fairness;equality;equality
66cc8c5018e31d14f4cc6cf9;fairness;equal voting rights;universal voting rights
66cc8c5018e31d14f4cc6cf9;fairness;freedom of speech;free expression
66cc8c5018e31d14f4cc6cf9;fairness;freedom of press;press freedom
66cc8c5018e31d14f4cc6cf9;fairness;due process;legal recourse
66cc8c5018e31d14f4cc6cf9;fairness;equal opportunity;opportunity for all
59d52d7821977e0001d63082;freedom;available;access
59d52d7821977e0001d63082;freedom;universal;universal
59d52d7821977e0001d63082;freedom;OK;good
59d52d7821977e0001d63082;freedom;giddy;positive emotion
59d52d7821977e0001d63082;freedom;selectively enforced;enforcement
59d52d7821977e0001d63082;freedom;mythical;not real
5c952f252e2e320019b1aa7b;freedom;Individual Rights;rights
5c952f252e2e320019b1aa7b;freedom;Autonomy;autonomy
5c952f252e2e320019b1aa7b;freedom;Expression;expression
5c952f252e2e320019b1aa7b;freedom;Participation;engagement
5c952f252e2e320019b1aa7b;freedom;Civil Liberties;rights
5c952f252e2e320019b1aa7b;freedom;Legal Protections;protection
5eaf585e8a9edb65a576c008;freedom;is a given;assumed
5eaf585e8a9edb65a576c008;freedom;is a right;right
5eaf585e8a9edb65a576c008;freedom;liberty;autonomy
5eaf585e8a9edb65a576c008;freedom;political independance;sovereignty
5eaf585e8a9edb65a576c008;freedom;people are able to choose for themselves;autonomy
5eaf585e8a9edb65a576c008;freedom;people take for granted;assumed
60bae09961af203bacbbd937;freedom;not controlled;autonomy
60bae09961af203bacbbd937;freedom;ability to live;existence
60bae09961af203bacbbd937;freedom;ability to choose;autonomy
60bae09961af203bacbbd937;freedom;ability to make decisions;autonomy
60bae09961af203bacbbd937;freedom;happy;positive emotion
60bae09961af203bacbbd937;freedom;peaceful;positive emotion
62c63c653a49b220cb390bdb;freedom;happy;positive emotion
62c63c653a49b220cb390bdb;freedom;all people should have;right
62c63c653a49b220cb390bdb;freedom;A hope of peace;peace
62c63c653a49b220cb390bdb;freedom;to have ones own mind;autonomy
62c63c653a49b220cb390bdb;freedom;Non slavery;abolition
62c63c653a49b220cb390bdb;freedom;liberty;autonomy
633123ac6586455bafd87628;freedom;Freedom is a fundamental part of democracy.;autonomy
633123ac6586455bafd87628;freedom;Most people strive for freedoms in society.;rights
633123ac6586455bafd87628;freedom;The freedom of speech and expression is important to democracy.;speech
633123ac6586455bafd87628;freedom;Our country was founded on the concept of heightened freedoms for the people.;rights
633123ac6586455bafd87628;freedom;Freedom is the ability to choose how one should live their life.;autonomy
633123ac6586455bafd87628;freedom;People have differing ideas of what should or should not be a freedom, example, freedom to bear arms;bear arms
63614f71fa75fcbcee84f2ac;freedom;able to do what i want when i want and how i want.;autonomy
63614f71fa75fcbcee84f2ac;freedom;to be able to speak whatever i want without worry of offending anyone.;speech
63614f71fa75fcbcee84f2ac;freedom;to breathe clean air;environment
63614f71fa75fcbcee84f2ac;freedom;to live without oppression;opression
63614f71fa75fcbcee84f2ac;freedom;democrats lie and take away our freedoms.;democracts are against
63614f71fa75fcbcee84f2ac;freedom;democrats will tell us everything we want to hear but then sit on their asses and do nothing;politics
65cb7daf7a0c6cb131efe491;freedom;free;unrestricted
65cb7daf7a0c6cb131efe491;freedom;make your own decisions;autonomy
65cb7daf7a0c6cb131efe491;freedom;do as you want to a limit;autonomy
65cb7daf7a0c6cb131efe491;freedom;every country should be;universality
65cb7daf7a0c6cb131efe491;freedom;rights to your own;rights
65cb7daf7a0c6cb131efe491;freedom;no slavery;abolition
660f47622d59323a7b9d0aef;freedom;America;America
660f47622d59323a7b9d0aef;freedom;Opportunity;equality
660f47622d59323a7b9d0aef;freedom;Fainess;equality
660f47622d59323a7b9d0aef;freedom;United States Armed Forces;Armed Forces
660f47622d59323a7b9d0aef;freedom;Opportunity;equality
660f47622d59323a7b9d0aef;freedom;Women's Rights;rights
663f558889f2441837da5833;freedom;Balances individual rights with collective responsibility;balanced
663f558889f2441837da5833;freedom;Fundamental human right;rights
663f558889f2441837da5833;freedom;Promotes autonomy and self-determination;autonomy
663f558889f2441837da5833;freedom;Allows individuals to make choices and decisions;autonomy
663f558889f2441837da5833;freedom;Enables political participation and voting;engagement
663f558889f2441837da5833;freedom;Safeguards individual privacy and security;privacy
6649b007a05647e27f62b71f;freedom;Freedom of speech;speech
6649b007a05647e27f62b71f;freedom;Freedom of choice;autonomy
6649b007a05647e27f62b71f;freedom;Freedom of legal rights;rights
6649b007a05647e27f62b71f;freedom;Freedom of movement;autonomy
6649b007a05647e27f62b71f;freedom;Freedom of vote choice;engagement
6649b007a05647e27f62b71f;freedom;Freedom of choice of government;engagement
664a4648a07bac3059d69442;freedom;free speech;speech
664a4648a07bac3059d69442;freedom;freedom of religion;religion
664a4648a07bac3059d69442;freedom;freedom of expression;expression
664a4648a07bac3059d69442;freedom;the right to buy what products i want;consumer rights
664a4648a07bac3059d69442;freedom;getting to choose what i do and where i go;autonomy
664a4648a07bac3059d69442;freedom;knowing someone cant simply take my rights away and that my rights are my rights;protection
664cd2ad9890dd0635623687;freedom;vital;necessity
664cd2ad9890dd0635623687;freedom;morally right;ethical
664cd2ad9890dd0635623687;freedom;equal;equality
664cd2ad9890dd0635623687;freedom;we are entitled to it;right
664cd2ad9890dd0635623687;freedom;necessary;necessity
664cd2ad9890dd0635623687;freedom;happiness;positive emotion
665fc8123159edac3b65bd62;freedom;AMERICA;America
665fc8123159edac3b65bd62;freedom;press;press
665fc8123159edac3b65bd62;freedom;speech;speech
665fc8123159edac3b65bd62;freedom;religion;religion
665fc8123159edac3b65bd62;freedom;equality;equality
665fc8123159edac3b65bd62;freedom;diversity;diversity
66659e3342b581f199e47a4d;freedom;freedom of speech;speech
66659e3342b581f199e47a4d;freedom;freedom of assembly;assembly
66659e3342b581f199e47a4d;freedom;freedom of associasion;association
66659e3342b581f199e47a4d;freedom;freedom of the press;press
66659e3342b581f199e47a4d;freedom;freedom of choice;autonomy
66659e3342b581f199e47a4d;freedom;autonomy and self determination;autonomy
667829b2f9e8b9279fe737e9;freedom;ability to choose;autonomy
667829b2f9e8b9279fe737e9;freedom;ability to live without interference from government;autonomy
667829b2f9e8b9279fe737e9;freedom;right to vote;voting
667829b2f9e8b9279fe737e9;freedom;civil rights for all;rights
667829b2f9e8b9279fe737e9;freedom;right to protest and advocate;protest
667829b2f9e8b9279fe737e9;freedom;life, liberty, and the pursuit of happiness;rights
669136cff0507cfbfa7db59c;freedom;speech;speech
669136cff0507cfbfa7db59c;freedom;press;press
669136cff0507cfbfa7db59c;freedom;assembly;assembly
669136cff0507cfbfa7db59c;freedom;vote;voting
669136cff0507cfbfa7db59c;freedom;fair trial;justice
669136cff0507cfbfa7db59c;freedom;privacy;privacy
66a1b8558cf45402c2231f1d;freedom;Free speech;speech
66a1b8558cf45402c2231f1d;freedom;Free speech;speech
66a1b8558cf45402c2231f1d;freedom;A set of rights given to the public;rights
66a1b8558cf45402c2231f1d;freedom;Free will;autonomy
66a1b8558cf45402c2231f1d;freedom;Equal opportunity;equality
66a1b8558cf45402c2231f1d;freedom;The ability to do what we want;autonomy
66a94c224273fab59f0b2c71;freedom;Citizens can express opinions without government censorship.;speech
66a94c224273fab59f0b2c71;freedom;People can gather and protest peacefully.;protest
66a94c224273fab59f0b2c71;freedom;Individuals can practice any religion or none at all.;religion
66a94c224273fab59f0b2c71;freedom;Media can operate independently from government control.;press
66a94c224273fab59f0b2c71;freedom;Citizens have the right to vote and run for office.;voting
66a94c224273fab59f0b2c71;freedom;Individuals can make personal choices without undue interference.;autonomy
66cb3c445f437327d8953c0b;freedom;choices;autonomy
66cb3c445f437327d8953c0b;freedom;freedom;unrestricted
66cb3c445f437327d8953c0b;freedom;peoples opinions;opinion
66cb3c445f437327d8953c0b;freedom;no dictitor;sovereignty
66cb3c445f437327d8953c0b;freedom;peace;peace
66cb3c445f437327d8953c0b;freedom;abraham lincoln;Abraham Lincoln
66cb78f04ed4a1b1d34f276d;freedom;own choices are made within reason;autonomy
66cb78f04ed4a1b1d34f276d;freedom;living free within reason (laws etc.);unrestricted
66cb78f04ed4a1b1d34f276d;freedom;to marry who you want;couple choice
66cb78f04ed4a1b1d34f276d;freedom;love what gender you want;choosing couple
66cb78f04ed4a1b1d34f276d;freedom;pick and choose where I send my child to school;autonomy
66cb78f04ed4a1b1d34f276d;freedom;old white men shouldn't get to dictate or regulate what it taught in schools etc.;metacommentary
5eaf585e8a9edb65a576c008;government;chosen by the people;elected
5eaf585e8a9edb65a576c008;government;work for the people;representative
5eaf585e8a9edb65a576c008;government;chosen leaders;elected leaders
5eaf585e8a9edb65a576c008;government;can be corrupt;corruption
5eaf585e8a9edb65a576c008;government;should look for the best interest of the nation;national interest
5eaf585e8a9edb65a576c008;government;control the land;governance
60bae09961af203bacbbd937;government;a mess;inefficiency
60bae09961af203bacbbd937;government;untrustworthy;deception
60bae09961af203bacbbd937;government;liars;deception
60bae09961af203bacbbd937;government;scamming people;fraud
60bae09961af203bacbbd937;government;unfair;inequality
60bae09961af203bacbbd937;government;controlling;control
611e99910d64a6ea6d18b0a6;government;gives the people rights;rights protection
611e99910d64a6ea6d18b0a6;government;freedom;freedom
611e99910d64a6ea6d18b0a6;government;republican or democrat;political party
611e99910d64a6ea6d18b0a6;government;should be spread throughout the world;global governance
611e99910d64a6ea6d18b0a6;government;everyone should have a government;universal governance
611e99910d64a6ea6d18b0a6;government;leaders;leaders
61bb370140db417c1a138984;government;It means elected representatives;elected representatives
61bb370140db417c1a138984;government;It means that the decisions are made based on the majority vote;majority rule
61bb370140db417c1a138984;government;It protects fundamental rights;rights protection
61bb370140db417c1a138984;government;Accountability is the main part of a governement;accountability
61bb370140db417c1a138984;government;Here citizens are free to choose their representatives;voter choice
61bb370140db417c1a138984;government;here the judiciary operates independently;judiciary
632e2c66680515d1715945a7;government;corrupt;corruption
632e2c66680515d1715945a7;government;spends to much tax payer money;overspending
632e2c66680515d1715945a7;government;has to much power;overreach
632e2c66680515d1715945a7;government;should care for the little man but does'ent;neglect of the public
632e2c66680515d1715945a7;government;2 sides;bipartisanship
632e2c66680515d1715945a7;government;to many old people running country;old leaders
64de1dc625bd889292e88fb2;government;They are in charge;leadership
64de1dc625bd889292e88fb2;government;makes decisions for the people;decision-making
64de1dc625bd889292e88fb2;government;creates new laws;legislation
64de1dc625bd889292e88fb2;government;makes big decisions;decision-making
64de1dc625bd889292e88fb2;government;is responsible for a lot;responsibility
64de1dc625bd889292e88fb2;government;has to decide;decision-making
65e36bdfc024b2bf0a9b706e;government;elected by people;elected
65e36bdfc024b2bf0a9b706e;government;must guard against corruption;anti-corruption
65e36bdfc024b2bf0a9b706e;government;represents people;representation
65e36bdfc024b2bf0a9b706e;government;doesn't represent everyone equally;unequal representation
65e36bdfc024b2bf0a9b706e;government;sometimes beholden to corporations;corporate influence
65e36bdfc024b2bf0a9b706e;government;peaceful transfer of power;peaceful transition
66294cab168fcf0983e95f42;government;we elect leaders in the US;elections
66294cab168fcf0983e95f42;government;it should be by the people for the people;public representation
66294cab168fcf0983e95f42;government;corruption is rampant in the US;corruption
66294cab168fcf0983e95f42;government;too many politicians mislead the people about what democracy really means;misleading
66294cab168fcf0983e95f42;government;although elected by the people, officials often do what they want;political autonomy
66294cab168fcf0983e95f42;government;in the US, we have 3 equal branches of government;separation of powers
663f1b06f604d9297d8d9d17;government;How many are chosen;election process
663f1b06f604d9297d8d9d17;government;Supreme Court plays a role in choosing;judiciary
663f1b06f604d9297d8d9d17;government;Freedom of religion, press, amendments;constitutional rights
663f1b06f604d9297d8d9d17;government;Held accountable or at least attempted to be that way;accountability
663f1b06f604d9297d8d9d17;government;Not always representative of why they were elected;misleading
663f1b06f604d9297d8d9d17;government;Fair Election;fair election
6672e829cad8cb996c7fb2f5;government;Corrupt;corruption
6672e829cad8cb996c7fb2f5;government;Run by the president;presidential leadership
6672e829cad8cb996c7fb2f5;government;Run by the party in office;party control
6672e829cad8cb996c7fb2f5;government;Elected officials;elected officials
6672e829cad8cb996c7fb2f5;government;Frustrating;negative emotion
6672e829cad8cb996c7fb2f5;government;controls the economy;economic control
6676a7163e8ac376937ab791;government;Transparency;transparency
6676a7163e8ac376937ab791;government;Transparency;transparency
6676a7163e8ac376937ab791;government;President;president
6676a7163e8ac376937ab791;government;Elected officials;elected officials
6676a7163e8ac376937ab791;government;Legal framework;legal framework
6676a7163e8ac376937ab791;government;Checks and balances;checks and balances
6679905506808a522a2451f2;government;people;voting
6679905506808a522a2451f2;government;votes;taxation
6679905506808a522a2451f2;government;taxes;elections
6679905506808a522a2451f2;government;elections;elections
6679905506808a522a2451f2;government;democracy;democracy
6679905506808a522a2451f2;government;represented by the masses;representative
6682815cb709d276088344b9;government;Law;law
6682815cb709d276088344b9;government;Peace;peace
6682815cb709d276088344b9;government;Happiness;positive emotion
6682815cb709d276088344b9;government;Oneness;unity
6682815cb709d276088344b9;government;Unity;unity
6682815cb709d276088344b9;government;Peace;peace
66844cc133a4d360bca29862;government;Elected officials;elected officials
66844cc133a4d360bca29862;government;Separation of Powers;separation of powers
66844cc133a4d360bca29862;government;Rule of Law;rule of law
66844cc133a4d360bca29862;government;Accountability;accountability
66844cc133a4d360bca29862;government;Protection of Rights;rights protection
66844cc133a4d360bca29862;government;processes;processes
669fb915167d6c4b8e71dbfb;government;International relations: Government engages in diplomacy and international relations, representing the nation's interests.;diplomacy
669fb915167d6c4b8e71dbfb;government;Regulation: Government regulates to ensure public safety, health, and welfare.;regulation
669fb915167d6c4b8e71dbfb;government;Protection of property: Government protects property rights and individual ownership.;property rights
669fb915167d6c4b8e71dbfb;government;Citizen participation: Government encourages citizen participation, through voting, engagement, and feedback.;citizen participation
669fb915167d6c4b8e71dbfb;government;Adherence to constitution: Government adheres to a constitution or founding document.;constitutional adherence
669fb915167d6c4b8e71dbfb;government;Promotion of common good: Government works for the common good, balancing individual and collective interests.;common good
